DateID,DepartmentID,Employees,LaborCostPerUnit,UnitsProducedPerEmployee,LaborHoursUtilized,LaborHoursPlanned,OvertimeHours,OvertimeCost
20240106,7,14,14.42,169.83,111.56,160,10.47,413.51
20240106,8,7,9.62,145.89,105.18,160,18.29,367.17
20240106,9,6,5.48,162.59,150.99,160,8.93,183.66
20240106,10,19,9.41,58.77,141.26,160,13.8,547.72
20240107,1,10,5.6,115.55,106.3,160,17.5,837.79
20240107,2,19,8.37,111.93,94.75,160,12.29,592.53
20240107,3,15,9.31,177.38,94.19,160,1.41,64.03
20240107,4,8,9.46,139.24,95.92,160,14.47,525.25
20240107,5,5,5.77,79.78,152.23,160,18.1,813.34
20240107,6,6,5.07,67.09,108.13,160,14.42,558.02
20240107,7,7,6.58,135.18,120.18,160,14.42,465.32
20240107,8,5,11.29,68.21,158.81,160,1.34,63.44
20240107,9,15,13.29,182.89,124.7,160,17.19,644.1
20240107,10,16,14.6,69.51,89.18,160,3.31,114.91
20240108,1,5,5.23,83.02,104.89,160,15.83,507.13
20240108,2,14,6.52,108.45,153.24,160,1.95,70.54
20240108,3,12,13.77,159.24,86.89,160,8.87,213.86
20240108,4,17,7.64,89.21,137.72,160,2.19,97.72
20240108,5,11,8.85,162.93,93.44,160,15.6,700.6
20240108,6,10,14.83,185.51,80.38,160,8.19,205.18
20240108,7,14,7.47,125.92,83.51,160,4.78,194.82
20240108,8,6,11.48,64.66,119.41,160,0.74,18.5
20240108,9,9,9.59,166.31,106.01,160,18.88,923.22
20240108,10,15,6.5,136.48,85.56,160,2.3,54.95
20240109,1,9,12.47,150.15,107.6,160,5.76,260.35
20240109,2,13,14.88,132.4,116.72,160,5.01,168.86
20240109,3,11,13.74,109.43,108.89,160,6.63,240.34
20240109,4,13,11.73,104.84,96.89,160,18.95,589.62
20240109,5,17,11.11,178.94,134.87,160,15.58,350.99
20240109,6,6,12.34,125.78,130.66,160,2.54,54.95
20240109,7,16,6.47,73.39,141.07,160,3.45,137.48
20240109,8,14,6.59,113.73,99.03,160,7.2,277.86
20240109,9,9,7.42,123.94,109.25,160,11.9,488.29
20240109,10,16,13.57,77.92,99.55,160,7.52,325.99
20240110,1,17,12.6,98.99,109.33,160,14.79,492.33
20240110,2,11,8.1,117.82,82.67,160,17.67,765.33
20240110,3,14,7.78,97.26,107.81,160,19.49,718.29
20240110,4,15,14.93,119.35,80.75,160,4.37,103.18
20240110,5,16,11.8,58.32,102.27,160,17.87,628.39
20240110,6,17,13.19,99.71,86.97,160,15.28,742.45
20240110,7,6,7.11,65.81,102.56,160,18.61,887.55
20240110,8,14,7.45,104.75,142.73,160,12.33,309.48
20240110,9,9,9.37,149.29,151.07,160,6.18,238.24
20240110,10,8,9.04,59.04,99.24,160,13.93,695.52
20240111,1,5,13.47,115.59,132.18,160,7.25,146.02
20240111,2,14,6.67,75.33,104.87,160,9.53,266.76
20240111,3,13,9.57,67.77,97.41,160,11.43,296.53
20240111,4,15,9.65,150.05,105.24,160,9.01,415.31
20240111,5,11,7.62,137.0,140.1,160,18.77,721.64
20240111,6,19,13.74,156.33,126.29,160,15.35,411.01
20240111,7,14,10.52,177.78,94.64,160,14.34,448.38
20240111,8,13,10.62,71.35,93.4,160,9.33,257.01
20240111,9,17,13.0,109.29,92.53,160,9.13,332.47
20240111,10,15,10.21,168.26,126.38,160,12.24,365.42
20240112,1,19,6.98,98.25,147.61,160,11.1,268.18
20240112,2,5,14.13,92.14,114.04,160,14.97,725.35
20240112,3,16,10.76,97.01,115.38,160,18.04,577.13
20240112,4,6,8.95,79.55,117.95,160,11.04,328.13
20240112,5,10,13.41,105.33,90.35,160,2.41,103.95
20240112,6,5,9.56,54.09,142.77,160,11.44,442.05
20240112,7,7,7.35,97.93,99.33,160,5.2,171.41
20240112,8,5,12.62,131.71,99.64,160,2.45,88.12
20240112,9,8,11.42,169.77,111.43,160,10.22,287.15
20240112,10,6,6.91,192.35,106.85,160,5.13,143.78
20240113,1,13,11.18,73.66,133.62,160,2.41,90.54
20240113,2,12,7.51,157.32,112.75,160,19.67,973.08
20240113,3,18,14.58,191.85,83.66,160,12.53,351.65
20240113,4,14,10.53,121.98,112.92,160,5.33,228.58
20240113,5,8,12.81,172.69,123.38,160,3.77,152.58
20240113,6,6,7.44,155.92,148.53,160,4.78,238.1
20240113,7,10,9.96,178.87,128.13,160,1.51,30.35
20240113,8,18,10.1,99.87,153.52,160,14.85,350.15
20240113,9,8,5.55,114.13,157.08,160,5.2,249.54
20240113,10,11,12.13,188.21,93.42,160,4.07,173.31
20240114,1,6,6.12,99.9,148.13,160,10.75,286.82
20240114,2,5,9.79,162.17,112.83,160,12.54,616.88
20240114,3,14,14.1,101.99,99.42,160,13.41,360.17
20240114,4,19,11.73,169.78,151.23,160,0.74,27.27
20240114,5,12,12.34,131.55,86.1,160,4.55,155.57
20240114,6,7,13.38,167.95,147.67,160,3.59,176.6
20240114,7,12,6.07,157.6,143.62,160,5.72,228.64
20240114,8,10,13.83,62.36,110.11,160,4.99,202.56
20240114,9,16,8.54,102.53,100.25,160,11.82,502.17
20240114,10,16,14.03,108.05,136.56,160,14.55,643.79
20240115,1,7,9.47,50.72,147.02,160,2.62,97.54
20240115,2,7,13.82,156.05,144.17,160,18.69,612.24
20240115,3,16,5.69,161.79,156.63,160,14.46,297.81
20240115,4,6,13.35,73.57,98.48,160,11.67,482.74
20240115,5,11,8.5,125.2,113.68,160,4.18,117.44
20240115,6,16,9.63,174.56,95.35,160,7.27,305.12
20240115,7,8,10.66,122.03,96.7,160,5.83,243.06
20240115,8,18,9.26,184.6,92.45,160,11.32,321.53
20240115,9,17,11.2,118.78,145.44,160,1.05,36.99
20240115,10,10,8.96,60.66,84.04,160,7.08,223.5
20240116,1,9,10.19,166.97,89.46,160,5.32,263.05
20240116,2,9,5.99,96.98,120.06,160,10.26,279.13
20240116,3,6,5.63,125.22,129.97,160,12.15,571.85
20240116,4,11,12.05,156.15,133.75,160,1.24,53.1
20240116,5,6,10.86,53.48,139.54,160,19.02,451.1
20240116,6,19,7.29,159.54,115.46,160,13.28,349.39
20240116,7,19,10.77,129.79,127.33,160,1.72,44.72
20240116,8,5,13.45,81.92,132.54,160,19.88,462.29
20240116,9,10,6.03,63.92,80.97,160,17.95,433.27
20240116,10,15,13.99,135.58,155.7,160,0.93,45.58
20240117,1,15,12.8,103.77,109.66,160,14.99,476.11
20240117,2,15,6.13,165.04,135.05,160,1.45,44.2
20240117,3,10,11.51,104.3,144.27,160,7.53,237.86
20240117,4,13,14.57,94.98,116.98,160,4.48,200.84
20240117,5,18,8.43,53.99,156.97,160,7.03,261.83
20240117,6,13,7.88,145.69,105.03,160,0.78,37.8
20240117,7,19,12.83,156.22,158.91,160,12.93,631.7
20240117,8,5,12.69,130.0,127.66,160,2.97,119.46
20240117,9,5,5.04,133.72,82.51,160,7.27,267.97
20240117,10,19,9.55,106.14,138.49,160,17.34,506.08
20240118,1,6,7.33,79.58,126.02,160,12.7,426.47
20240118,2,18,13.15,121.99,105.07,160,7.21,304.46
20240118,3,9,8.32,88.54,143.65,160,7.64,368.51
20240118,4,9,10.46,174.09,82.79,160,13.87,387.1
20240118,5,15,10.0,151.14,106.52,160,0.38,10.25
20240118,6,12,11.49,99.75,159.08,160,2.7,92.75
20240118,7,14,12.05,98.28,86.27,160,2.02,64.93
20240118,8,17,9.89,132.07,82.63,160,10.14,207.83
20240118,9,18,11.08,113.67,159.03,160,9.69,215.89
20240118,10,18,11.02,69.51,131.57,160,11.84,556.72
20240119,1,8,8.24,157.99,119.13,160,6.18,176.82
20240119,2,17,14.58,131.04,103.08,160,17.02,826.64
20240119,3,8,14.83,190.88,105.19,160,16.97,592.4
20240119,4,5,13.0,99.41,110.02,160,2.48,57.4
20240119,5,9,11.58,101.52,113.36,160,16.64,822.39
20240119,6,10,11.19,183.22,97.81,160,5.78,255.15
20240119,7,13,11.92,57.84,89.44,160,13.56,423.18
20240119,8,6,11.71,161.37,149.53,160,8.04,262.25
20240119,9,12,12.14,151.08,136.32,160,13.58,473.31
20240119,10,12,5.21,66.45,113.29,160,11.27,343.43
20240120,1,6,5.71,180.42,138.55,160,7.91,253.11
20240120,2,13,5.67,193.04,86.25,160,6.66,152.13
20240120,3,15,9.04,129.57,103.81,160,9.54,373.96
20240120,4,9,12.59,80.56,90.51,160,3.98,145.06
20240120,5,6,12.37,128.9,103.69,160,17.48,752.74
20240120,6,6,6.52,180.17,148.29,160,19.21,674.95
20240120,7,11,11.71,69.89,83.16,160,7.66,291.92
20240120,8,14,6.15,59.22,88.93,160,19.52,542.26
20240120,9,7,8.6,140.71,157.28,160,0.19,6.6
20240120,10,17,10.02,74.81,104.48,160,12.24,408.95
20240121,1,13,6.34,103.87,106.29,160,8.22,326.09
20240121,2,16,10.01,52.03,149.98,160,2.2,46.57
20240121,3,10,9.03,93.67,131.98,160,0.91,42.98
20240121,4,13,14.3,99.01,144.68,160,14.55,414.55
20240121,5,7,10.75,105.11,124.08,160,7.36,245.87
20240121,6,8,11.22,69.01,108.57,160,12.66,511.33
20240121,7,17,14.3,189.24,159.84,160,16.02,491.18
20240121,8,7,8.25,103.29,145.68,160,13.69,510.44
20240121,9,9,6.93,159.19,129.21,160,18.95,466.99
20240121,10,16,14.97,117.72,96.06,160,7.18,157.8
20240122,1,9,8.59,192.66,108.68,160,11.76,473.79
20240122,2,12,12.3,74.0,126.11,160,15.71,674.28
20240122,3,16,5.55,133.82,129.14,160,12.97,593.54
20240122,4,19,14.5,95.21,147.58,160,10.81,272.73
20240122,5,18,9.28,70.01,134.65,160,12.01,432.96
20240122,6,11,13.82,103.18,156.95,160,9.18,212.04
20240122,7,10,8.71,71.52,131.13,160,11.47,572.32
20240122,8,17,10.63,149.12,122.85,160,12.87,310.45
20240122,9,12,14.66,66.86,150.44,160,6.01,188.99
20240122,10,15,10.81,136.93,112.88,160,1.08,44.23
20240123,1,10,13.6,82.16,159.82,160,2.58,62.5
20240123,2,12,13.16,169.18,143.32,160,4.39,146.01
20240123,3,14,9.57,129.11,141.92,160,1.97,75.35
20240123,4,8,11.05,109.89,142.61,160,19.24,651.81
20240123,5,12,13.91,82.6,83.42,160,4.56,179.84
20240123,6,17,5.14,141.76,112.89,160,3.42,122.08
20240123,7,8,12.03,165.46,87.1,160,4.16,123.77
20240123,8,10,11.8,61.33,116.81,160,9.35,253.43
20240123,9,14,8.56,174.6,86.05,160,9.56,299.86
20240123,10,9,13.86,53.98,118.85,160,5.86,277.37
20240124,1,10,13.69,57.11,145.16,160,10.74,277.56
20240124,2,8,13.97,101.07,109.44,160,13.98,536.46
20240124,3,16,8.96,51.64,85.93,160,13.91,310.08
20240124,4,7,5.85,98.11,152.6,160,14.51,431.96
20240124,5,10,8.09,104.09,108.47,160,2.19,101.09
20240124,6,12,6.04,77.62,125.88,160,13.11,272.62
20240124,7,8,5.4,176.92,82.21,160,7.4,214.87
20240124,8,8,12.77,144.12,102.15,160,3.24,155.51
20240124,9,5,14.76,57.61,89.38,160,0.53,17.1
20240124,10,16,5.2,195.93,111.35,160,3.51,164.42
20240125,1,19,6.99,99.94,158.89,160,13.34,322.61
20240125,2,8,11.76,64.45,110.35,160,1.87,67.54
20240125,3,10,8.04,135.97,156.11,160,17.13,600.07
20240125,4,19,8.98,151.2,82.16,160,2.19,93.85
20240125,5,16,7.13,82.19,137.65,160,19.78,442.11
20240125,6,8,5.76,164.46,90.69,160,14.25,537.25
20240125,7,19,10.06,72.92,91.14,160,5.46,267.74
20240125,8,12,6.43,78.02,102.7,160,17.05,752.14
20240125,9,15,9.0,190.25,126.52,160,13.04,370.92
20240125,10,5,13.74,138.73,110.93,160,7.91,259.45
20240126,1,7,10.76,137.0,82.99,160,10.07,438.66
20240126,2,12,7.19,55.09,159.31,160,4.12,141.52
20240126,3,12,8.42,58.13,91.79,160,7.02,190.13
20240126,4,12,5.5,117.74,92.01,160,11.56,576.02
20240126,5,16,14.87,91.34,89.76,160,4.14,192.95
20240126,6,5,11.11,176.94,158.9,160,18.31,859.12
20240126,7,12,10.84,121.11,148.83,160,16.81,493.99
20240126,8,11,9.46,157.04,92.7,160,11.94,567.42
20240126,9,16,14.63,153.27,143.3,160,4.24,88.34
20240126,10,15,14.66,159.64,94.27,160,15.29,686.2
20240127,1,15,7.16,81.26,102.52,160,16.62,825.02
20240127,2,14,12.69,99.3,158.54,160,16.74,548.28
20240127,3,18,8.13,79.1,142.92,160,5.18,197.22
20240127,4,18,13.53,177.71,98.69,160,10.46,220.0
20240127,5,16,11.78,70.33,123.61,160,14.95,316.23
20240127,6,14,9.14,181.99,122.42,160,15.7,431.95
20240127,7,6,10.58,155.3,127.6,160,10.45,431.42
20240127,8,17,8.67,66.61,81.3,160,14.11,533.26
20240127,9,10,9.92,56.44,104.98,160,12.57,562.28
20240127,10,17,12.93,80.7,107.91,160,15.33,492.96
20240128,1,8,6.97,66.68,107.97,160,0.53,11.63
20240128,2,13,7.07,115.67,95.64,160,19.87,732.5
20240128,3,6,6.76,184.87,138.51,160,14.82,692.6
20240128,4,8,12.56,162.96,94.69,160,17.88,806.45
20240128,5,18,5.37,61.45,107.5,160,3.29,117.4
20240128,6,18,8.76,139.02,100.19,160,17.94,439.95
20240128,7,10,5.62,70.64,148.15,160,15.5,640.74
20240128,8,16,14.38,57.08,142.4,160,16.64,369.37
20240128,9,11,11.93,149.09,87.07,160,8.59,409.89
20240128,10,8,8.21,54.87,105.34,160,18.51,824.0
20240129,1,7,14.47,60.5,113.09,160,7.62,267.19
20240129,2,13,10.37,193.41,137.92,160,0.09,3.77
20240129,3,14,5.97,180.71,127.66,160,2.05,79.19
20240129,4,16,13.42,51.26,102.28,160,17.8,385.59
20240129,5,7,8.91,141.85,80.56,160,12.77,511.13
20240129,6,6,7.91,162.45,92.41,160,0.08,2.62
20240129,7,15,9.21,96.64,86.9,160,15.35,618.1
20240129,8,6,13.91,55.95,128.56,160,8.89,200.37
20240129,9,8,8.97,145.58,143.8,160,19.59,736.61
20240129,10,6,11.17,101.57,99.27,160,6.75,287.65
20240130,1,8,8.42,137.19,84.0,160,7.09,255.17
20240130,2,11,13.96,198.56,125.1,160,5.12,235.1
20240130,3,19,6.36,152.2,81.27,160,4.65,130.42
20240130,4,8,11.4,97.38,150.17,160,6.37,169.74
20240130,5,6,12.59,187.75,139.1,160,13.85,566.91
20240130,6,11,13.15,61.57,91.17,160,9.53,468.04
20240130,7,18,10.93,73.93,100.52,160,9.33,345.84
20240130,8,13,14.41,146.93,80.63,160,10.75,429.84
20240130,9,5,8.65,152.02,137.3,160,10.98,469.35
20240130,10,9,10.24,97.98,94.1,160,16.08,598.3
20240131,1,16,8.26,186.0,155.86,160,12.81,466.58
20240131,2,10,7.43,86.52,126.97,160,10.91,531.76
20240131,3,12,8.94,79.84,128.36,160,19.35,906.45
20240131,4,18,5.65,116.34,131.05,160,19.98,952.0
20240131,5,11,6.59,145.22,119.88,160,2.13,67.56
20240131,6,19,9.55,129.18,92.31,160,15.73,449.82
20240131,7,14,6.56,70.18,119.62,160,7.71,291.95
20240131,8,9,8.41,193.84,112.81,160,1.4,40.99
20240131,9,6,13.11,121.35,107.32,160,8.5,414.61
20240131,10,12,6.9,70.21,154.04,160,3.94,125.94
20240201,1,7,6.72,144.04,93.66,160,0.05,1.37
20240201,2,9,13.37,116.74,102.35,160,12.18,473.62
20240201,3,9,10.89,120.32,96.97,160,4.24,148.71
20240201,4,8,12.08,99.51,84.23,160,2.98,106.65
20240201,5,5,7.2,73.23,155.56,160,1.51,37.76
20240201,6,14,9.9,58.5,137.08,160,16.5,617.11
20240201,7,7,10.36,105.11,102.14,160,18.94,833.75
20240201,8,11,7.71,81.8,103.17,160,9.42,315.02
20240201,9,7,5.25,152.98,149.38,160,3.79,86.53
20240201,10,15,8.28,182.47,140.67,160,6.21,281.71
20240202,1,16,12.45,64.93,108.63,160,7.03,183.33
20240202,2,6,5.33,81.59,87.6,160,7.52,309.94
20240202,3,18,14.59,171.7,127.91,160,5.1,115.29
20240202,4,13,14.13,83.55,130.22,160,15.2,354.61
20240202,5,15,13.81,195.36,127.02,160,15.2,472.47
20240202,6,6,10.57,188.11,119.71,160,9.8,256.12
20240202,7,7,13.42,152.43,108.04,160,17.01,346.33
20240202,8,19,5.17,188.92,89.51,160,9.02,360.38
20240202,9,15,9.04,95.01,114.74,160,5.72,184.56
20240202,10,16,6.73,195.01,102.1,160,16.65,499.02
20240203,1,19,6.28,156.65,119.99,160,18.57,508.36
20240203,2,7,5.24,128.2,130.51,160,14.46,380.99
20240203,3,16,12.93,164.17,119.91,160,10.74,347.61
20240203,4,9,12.43,102.5,124.84,160,1.39,43.93
20240203,5,7,6.51,163.03,158.13,160,16.06,723.63
20240203,6,10,6.8,85.64,128.34,160,4.58,184.67
20240203,7,19,9.66,166.4,154.33,160,15.15,750.72
20240203,8,8,7.15,149.06,139.34,160,12.73,447.8
20240203,9,5,9.33,130.95,129.2,160,4.5,200.92
20240203,10,15,6.49,105.16,123.03,160,8.31,201.38
20240204,1,14,7.95,134.99,153.16,160,4.73,169.69
20240204,2,10,9.42,193.92,117.42,160,14.09,404.81
20240204,3,18,11.17,66.16,81.19,160,9.91,216.57
20240204,4,14,12.84,74.39,131.16,160,11.95,496.73
20240204,5,15,12.34,150.97,95.55,160,18.1,886.37
20240204,6,16,7.36,135.96,110.9,160,16.14,346.0
20240204,7,6,10.22,57.22,111.26,160,1.99,90.0
20240204,8,19,9.38,168.04,124.41,160,11.46,407.61
20240204,9,12,7.49,72.54,85.39,160,5.85,263.34
20240204,10,12,7.63,198.46,121.7,160,15.89,491.52
20240205,1,8,8.27,129.33,108.63,160,14.75,315.22
20240205,2,12,5.1,184.96,138.31,160,16.04,674.84
20240205,3,7,6.6,123.59,91.94,160,0.12,4.98
20240205,4,6,9.89,161.34,108.33,160,12.35,546.76
20240205,5,16,10.39,50.55,90.55,160,19.21,402.08
20240205,6,9,14.54,124.95,102.32,160,13.72,642.84
20240205,7,8,5.19,150.15,129.37,160,19.32,775.23
20240205,8,18,12.19,145.08,120.49,160,6.71,195.0
20240205,9,12,12.18,117.52,105.58,160,16.5,485.5
20240205,10,12,11.09,96.2,138.89,160,15.51,514.74
20240206,1,14,13.32,123.92,106.8,160,14.15,463.5
20240206,2,12,7.86,83.86,159.49,160,14.15,704.0
20240206,3,8,9.08,176.53,149.74,160,18.07,848.9
20240206,4,7,5.41,156.22,108.72,160,0.13,5.19
20240206,5,15,6.49,106.35,114.16,160,16.51,462.84
20240206,6,6,13.77,110.23,91.53,160,15.71,652.02
20240206,7,8,10.05,181.27,87.52,160,2.56,78.01
20240206,8,11,14.79,84.57,127.09,160,9.15,444.4
20240206,9,11,11.53,156.26,117.73,160,8.31,171.25
20240206,10,8,12.58,52.35,142.01,160,14.94,741.54
20240207,1,10,8.41,71.88,128.83,160,0.59,15.17
20240207,2,17,12.69,72.11,92.01,160,2.75,101.3
20240207,3,19,9.55,134.48,97.08,160,5.62,269.51
20240207,4,14,5.49,177.41,124.54,160,15.02,740.88
20240207,5,9,10.5,147.75,111.71,160,11.4,244.72
20240207,6,5,9.34,182.34,135.98,160,6.22,258.72
20240207,7,18,8.7,68.0,115.05,160,2.64,98.84
20240207,8,16,6.67,168.77,151.57,160,19.87,974.93
20240207,9,7,5.35,112.95,144.01,160,0.26,12.2
20240207,10,9,9.96,71.35,139.69,160,13.33,272.17
20240208,1,14,5.56,188.39,100.12,160,19.21,457.07
20240208,2,13,12.51,139.88,106.59,160,11.1,270.54
20240208,3,6,9.91,127.13,155.95,160,15.5,732.76
20240208,4,14,7.31,131.72,91.84,160,4.46,209.64
20240208,5,13,9.82,71.99,91.89,160,10.66,445.53
20240208,6,10,7.32,93.37,118.98,160,14.41,405.14
20240208,7,10,8.81,89.12,140.0,160,3.62,153.43
20240208,8,18,11.54,57.66,137.17,160,9.78,388.87
20240208,9,11,14.99,124.32,145.47,160,9.09,365.81
20240208,10,5,8.61,180.99,143.38,160,17.98,460.96
20240209,1,12,13.51,53.1,107.85,160,3.8,86.42
20240209,2,6,14.63,172.71,136.83,160,11.41,280.63
20240209,3,7,14.07,142.98,93.68,160,1.3,47.09
20240209,4,9,7.08,155.4,138.32,160,13.63,478.2
20240209,5,11,11.16,106.73,153.67,160,1.07,45.84
20240209,6,16,13.14,53.16,80.14,160,14.31,703.5
20240209,7,18,14.93,120.02,80.94,160,10.68,341.93
20240209,8,14,12.68,52.28,113.81,160,1.5,35.91
20240209,9,10,5.84,119.08,84.92,160,11.88,310.51
20240209,10,19,12.95,115.82,111.74,160,10.61,279.47
20240210,1,15,6.24,133.77,131.07,160,4.66,151.36
20240210,2,11,9.15,125.98,156.37,160,0.66,17.64
20240210,3,19,7.65,123.7,116.49,160,11.01,386.6
20240210,4,9,10.54,152.49,137.55,160,17.16,588.39
20240210,5,8,5.66,182.41,150.33,160,13.88,490.22
20240210,6,17,5.33,163.24,133.38,160,16.8,744.22
20240210,7,7,11.33,138.29,82.62,160,0.75,30.25
20240210,8,11,5.05,95.11,98.86,160,10.28,273.93
20240210,9,6,10.93,119.01,133.23,160,6.73,199.39
20240210,10,9,6.39,86.37,119.45,160,16.32,795.21
20240211,1,18,11.95,157.96,96.78,160,13.82,311.15
20240211,2,7,14.65,108.76,144.93,160,3.52,74.04
20240211,3,6,13.28,173.39,141.53,160,14.45,632.15
20240211,4,16,9.76,192.1,153.52,160,3.63,159.46
20240211,5,9,7.42,120.89,126.88,160,4.22,166.8
20240211,6,7,8.89,189.14,151.26,160,10.96,328.01
20240211,7,19,5.29,177.09,129.95,160,5.74,147.38
20240211,8,6,13.21,130.95,132.13,160,17.47,860.67
20240211,9,10,8.38,55.52,117.95,160,11.15,301.69
20240211,10,13,7.23,176.99,118.11,160,14.09,387.73
20240212,1,15,10.35,147.69,145.22,160,2.66,66.45
20240212,2,17,14.6,51.27,103.48,160,5.66,139.4
20240212,3,10,6.17,160.6,82.04,160,6.08,217.72
20240212,4,8,5.74,148.61,147.47,160,18.86,694.25
20240212,5,16,8.84,73.66,80.63,160,3.17,152.67
20240212,6,14,14.36,77.94,153.79,160,18.68,684.88
20240212,7,19,10.66,180.37,146.9,160,1.68,42.8
20240212,8,19,6.64,129.03,98.78,160,1.48,40.41
20240212,9,13,5.63,76.22,113.44,160,15.88,445.01
20240212,10,6,6.85,187.69,159.75,160,14.79,537.03
20240213,1,5,12.38,103.6,149.88,160,19.52,670.67
20240213,2,9,11.12,78.04,159.67,160,1.96,83.07
20240213,3,8,13.42,88.21,129.35,160,1.15,44.6
20240213,4,19,13.13,131.7,118.54,160,15.04,406.4
20240213,5,12,7.66,193.03,124.45,160,2.35,57.18
20240213,6,18,14.36,61.2,92.3,160,18.03,753.01
20240213,7,7,11.9,57.97,89.3,160,9.66,300.48
20240213,8,14,11.24,67.56,157.24,160,15.83,628.23
20240213,9,17,6.56,197.18,146.63,160,3.65,155.27
20240213,10,16,10.19,70.15,132.32,160,2.27,64.47
20240214,1,5,6.36,147.73,93.26,160,3.57,158.56
20240214,2,11,9.55,177.85,137.14,160,3.64,137.47
20240214,3,6,11.44,116.75,81.3,160,2.2,70.74
20240214,4,7,12.96,168.94,139.75,160,19.2,843.06
20240214,5,11,7.27,116.26,102.84,160,0.18,8.84
20240214,6,9,8.03,176.17,146.33,160,16.35,795.16
20240214,7,17,12.14,100.15,121.14,160,4.27,165.96
20240214,8,12,9.34,124.03,88.43,160,0.46,9.53
20240214,9,10,14.31,90.33,157.51,160,16.43,727.25
20240214,10,11,14.58,152.05,127.67,160,1.84,86.6
20240215,1,15,7.63,191.88,90.3,160,19.71,976.95
20240215,2,19,7.67,50.86,86.83,160,13.88,370.27
20240215,3,18,13.01,63.07,103.0,160,11.04,296.52
20240215,4,19,5.38,190.03,140.32,160,16.08,765.96
20240215,5,8,7.72,68.33,95.48,160,16.4,811.0
20240215,6,5,11.14,76.59,124.19,160,15.71,783.89
20240215,7,7,11.06,134.84,134.99,160,5.16,219.75
20240215,8,11,8.04,73.56,84.32,160,1.74,55.76
20240215,9,11,5.09,87.96,157.77,160,5.41,236.01
20240215,10,19,11.9,58.6,86.25,160,0.17,4.91
20240216,1,6,7.52,171.0,110.11,160,18.67,820.86
20240216,2,16,12.63,91.36,101.61,160,4.18,89.93
20240216,3,12,10.68,118.55,141.78,160,17.56,592.76
20240216,4,14,5.19,159.93,127.32,160,3.47,70.81
20240216,5,13,6.81,140.07,159.11,160,10.88,317.98
20240216,6,10,12.42,94.97,111.07,160,9.18,190.94
20240216,7,7,8.77,67.23,129.31,160,14.24,391.3
20240216,8,16,11.03,101.7,82.81,160,0.45,12.32
20240216,9,11,14.59,182.89,128.47,160,6.18,134.94
20240216,10,9,6.44,129.73,131.46,160,9.87,475.31
20240217,1,15,13.97,54.14,99.58,160,19.61,968.35
20240217,2,7,14.3,100.11,100.34,160,17.46,530.15
20240217,3,16,7.79,173.1,156.97,160,15.59,546.54
20240217,4,9,8.6,109.58,128.27,160,18.41,839.21
20240217,5,5,14.71,74.04,140.01,160,17.41,626.02
20240217,6,11,12.54,55.34,153.64,160,16.01,460.8
20240217,7,5,10.01,126.89,120.03,160,15.88,324.74
20240217,8,12,9.82,53.61,110.47,160,8.43,224.73
20240217,9,10,12.74,175.16,115.96,160,19.96,992.0
20240217,10,7,14.05,103.71,150.05,160,6.71,199.14
20240218,1,12,14.6,57.47,151.54,160,5.88,129.22
20240218,2,17,12.51,177.72,91.11,160,10.0,365.68
20240218,3,5,11.68,59.98,126.1,160,12.71,587.62
20240218,4,19,11.82,106.87,131.01,160,0.21,6.9
20240218,5,6,7.33,137.7,143.24,160,2.3,71.03
20240218,6,12,9.61,147.37,153.92,160,7.1,340.66
20240218,7,10,10.57,100.57,149.26,160,6.82,166.83
20240218,8,9,14.5,175.17,126.26,160,18.76,554.59
20240218,9,16,9.11,68.25,109.77,160,12.41,344.6
20240218,10,10,10.38,132.65,99.61,160,14.99,720.78
20240219,1,11,12.68,183.36,119.97,160,12.8,420.85
20240219,2,6,14.1,193.49,109.24,160,13.59,493.29
20240219,3,14,7.21,70.36,138.76,160,3.3,95.17
20240219,4,18,8.61,64.9,130.07,160,13.47,421.12
20240219,5,8,13.23,172.57,155.73,160,6.33,316.47
20240219,6,14,12.32,98.87,93.96,160,11.56,435.52
20240219,7,16,7.48,98.77,92.91,160,2.68,111.85
20240219,8,13,12.69,129.73,129.41,160,4.59,115.1
20240219,9,9,9.4,61.47,80.46,160,19.42,937.82
20240219,10,7,14.65,130.21,80.64,160,2.36,114.43
20240220,1,7,12.17,129.15,105.08,160,5.97,256.08
20240220,2,16,10.34,84.45,143.69,160,1.76,86.17
20240220,3,13,11.94,151.26,138.54,160,16.06,687.8
20240220,4,16,12.62,100.19,112.05,160,3.83,98.26
20240220,5,6,11.62,199.97,107.34,160,18.03,843.74
20240220,6,11,13.37,134.69,131.22,160,8.52,346.6
20240220,7,16,13.49,95.94,88.11,160,15.79,571.31
20240220,8,13,12.79,188.89,146.54,160,5.08,197.19
20240220,9,14,6.73,198.28,138.28,160,8.0,373.29
20240220,10,14,14.59,152.23,144.93,160,16.37,349.14
20240221,1,11,11.56,64.34,150.61,160,12.72,576.73
20240221,2,12,10.08,175.76,102.69,160,18.96,739.07
20240221,3,12,9.79,158.48,122.23,160,13.3,326.4
20240221,4,18,12.77,181.04,154.45,160,7.28,212.0
20240221,5,6,8.58,144.98,109.76,160,7.7,363.4
20240221,6,14,10.06,93.61,119.59,160,19.2,825.92
20240221,7,15,11.94,53.2,152.49,160,1.16,50.16
20240221,8,17,6.45,173.53,123.71,160,12.74,634.46
20240221,9,14,12.63,148.52,123.22,160,6.76,310.59
20240221,10,12,9.64,56.66,123.54,160,1.39,48.57
