DateID,ProductID,TotalUnitsProduced,DefectRatePercent,FirstPassYieldPercent,CostOfPoorQuality,ReturnsRatePercent,Soldering_Defects,Component_Misalignment,PCB_Damage,Overheating_Issues,Connectivity_Problems,Power_Supply_Issues,Short_Circuits,Software_Glitches,Cosmetic_Defects,Functional_Failures
20240120,19,1100,0.18,99.82,16.8,2.0,0,1,0,0,0,1,0,0,0,0
20240120,20,800,1.25,98.75,50.63,0.99,3,2,0,2,1,1,1,0,0,0
20240121,1,1185,0.59,99.41,35.78,0.85,1,0,1,1,1,2,0,0,0,1
20240121,2,983,3.26,96.74,374.69,1.61,10,4,2,4,2,2,4,1,1,2
20240121,3,970,3.81,96.19,531.06,1.58,10,5,5,4,3,4,0,0,5,1
20240121,4,817,4.53,95.47,206.59,0.47,14,4,5,4,4,2,0,0,2,2
20240121,5,967,0.93,99.07,113.74,1.84,2,3,2,2,0,0,0,0,0,0
20240121,6,1166,1.03,98.97,124.75,1.38,5,0,3,0,1,1,1,1,0,0
20240121,7,855,3.63,96.37,294.57,0.79,8,5,3,0,4,5,1,1,1,3
20240121,8,1001,2.2,97.8,152.0,0.73,5,3,4,3,1,3,1,0,1,1
20240121,9,1092,0.0,100.0,0.0,0.45,0,0,0,0,0,0,0,0,0,0
20240121,10,1115,2.51,97.49,238.42,0.01,6,3,0,3,2,6,3,3,0,2
20240121,11,914,0.66,99.34,62.58,1.7,3,2,0,0,0,0,0,0,1,0
20240121,12,1012,1.58,98.42,103.86,1.7,2,4,2,2,3,1,0,0,0,2
20240121,13,837,0.0,100.0,0.0,1.46,0,0,0,0,0,0,0,0,0,0
20240121,14,1068,4.4,95.6,411.87,1.64,8,4,7,2,8,6,1,4,4,3
20240121,15,828,4.83,95.17,276.31,0.11,12,7,2,2,4,5,4,1,1,2
20240121,16,876,0.11,99.89,14.33,1.33,0,0,0,0,1,0,0,0,0,0
20240121,17,1126,4.97,95.03,474.93,0.3,15,9,4,5,6,7,4,3,1,2
20240121,18,1118,4.92,95.08,518.27,1.02,12,6,3,4,6,10,2,3,6,3
20240121,19,1017,0.2,99.8,18.39,1.17,0,1,0,0,0,0,0,0,0,1
20240121,20,807,2.35,97.65,140.46,0.12,2,3,1,3,2,3,1,1,1,2
20240122,1,1016,1.28,98.72,135.22,0.92,2,4,3,0,0,1,1,1,1,0
20240122,2,883,2.6,97.4,138.61,0.99,4,4,2,1,4,2,2,1,1,2
20240122,3,988,2.02,97.98,109.93,0.08,5,1,4,2,3,3,0,0,0,2
20240122,4,1150,0.43,99.57,45.89,1.04,1,0,0,0,0,2,1,0,1,0
20240122,5,1060,3.68,96.32,229.25,0.02,9,7,2,3,3,6,1,2,3,3
20240122,6,962,0.62,99.38,65.21,0.34,2,0,1,1,1,0,0,1,0,0
20240122,7,948,2.74,97.26,349.08,0.82,5,1,3,1,2,4,3,4,2,1
20240122,8,935,3.74,96.26,236.43,1.69,10,6,4,2,3,1,2,3,1,3
20240122,9,976,3.28,96.72,293.75,0.87,7,5,4,5,6,3,0,0,1,1
20240122,10,1034,4.06,95.94,571.72,0.45,14,9,3,1,5,2,3,3,1,1
20240122,11,1150,1.48,98.52,95.82,0.4,3,2,4,2,2,2,1,0,1,0
20240122,12,967,1.24,98.76,66.28,0.98,5,2,0,2,2,0,0,0,0,1
20240122,13,998,2.1,97.9,166.76,1.53,5,6,1,0,2,4,0,0,2,1
20240122,14,1147,4.62,95.38,631.62,0.13,16,8,2,5,5,7,3,3,2,2
20240122,15,1171,1.11,98.89,132.91,1.57,2,3,1,1,3,1,1,1,0,0
20240122,16,967,1.65,98.35,202.52,0.72,6,2,2,1,2,0,1,2,0,0
20240122,17,1129,0.89,99.11,82.0,1.56,3,0,1,2,2,0,0,2,0,0
20240122,18,887,4.06,95.94,205.44,1.37,13,5,3,2,2,5,0,1,2,3
20240122,19,844,2.25,97.75,99.35,1.42,3,5,1,5,1,2,0,1,0,1
20240122,20,1023,4.2,95.8,620.92,1.33,9,9,2,4,7,8,1,0,2,1
20240123,1,973,3.29,96.71,267.59,1.65,7,5,5,2,2,4,1,2,1,3
20240123,2,803,2.99,97.01,265.59,1.67,7,3,1,3,2,5,0,0,1,2
20240123,3,1182,0.34,99.66,42.89,1.25,1,0,0,0,1,1,0,1,0,0
20240123,4,929,3.44,96.56,338.91,0.78,9,7,6,0,2,4,2,1,0,1
20240123,5,1023,4.11,95.89,484.47,1.64,9,4,6,6,4,4,3,1,2,3
20240123,6,882,2.61,97.39,312.29,1.19,3,2,1,4,2,2,1,3,3,2
20240123,7,1110,4.59,95.41,389.61,1.63,12,9,6,5,8,5,2,2,1,1
20240123,8,932,3.76,96.24,461.19,0.57,9,5,3,4,4,3,1,1,1,4
20240123,9,888,2.48,97.52,228.93,1.29,4,4,6,0,2,1,0,0,2,3
20240123,10,893,3.47,96.53,315.43,1.07,5,7,3,5,2,3,1,0,1,4
20240123,11,1029,3.89,96.11,275.79,0.44,4,7,3,5,4,10,1,3,1,2
20240123,12,904,1.55,98.45,206.2,0.05,5,3,1,0,0,2,1,1,1,0
20240123,13,975,4.31,95.69,542.25,0.34,9,6,6,3,5,4,4,1,3,1
20240123,14,1113,1.26,98.74,111.16,0.66,2,3,4,0,1,2,0,0,1,1
20240123,15,1124,0.36,99.64,40.03,0.52,1,1,0,0,0,0,0,1,0,1
20240123,16,1005,2.59,97.41,377.77,1.35,7,5,2,1,4,1,2,1,1,2
20240123,17,895,4.25,95.75,391.18,0.96,10,5,4,6,2,4,1,2,0,4
20240123,18,859,3.61,96.39,381.48,1.22,9,3,3,4,3,2,1,2,0,4
20240123,19,997,3.51,96.49,187.73,1.15,10,2,6,4,3,1,3,2,3,1
20240123,20,1173,1.79,98.21,208.35,1.07,5,3,1,5,2,0,0,1,1,3
20240124,1,1040,0.67,99.33,39.33,0.95,4,1,0,0,1,0,0,0,0,1
20240124,2,1170,3.16,96.84,400.31,1.22,14,6,2,2,2,4,2,2,1,2
20240124,3,984,4.78,95.22,487.87,1.48,14,6,4,3,3,3,1,4,7,2
20240124,4,1022,4.89,95.11,510.9,1.6,9,7,9,5,3,6,2,4,1,4
20240124,5,1039,2.5,97.5,314.98,0.31,6,5,5,2,3,2,1,2,0,0
20240124,6,1114,2.15,97.85,261.01,0.17,8,2,4,1,4,3,1,0,1,0
20240124,7,890,4.16,95.84,303.94,0.42,12,5,2,6,4,2,2,2,1,1
20240124,8,1130,2.74,97.26,184.48,1.23,5,5,3,0,6,5,2,4,1,0
20240124,9,964,4.98,95.02,411.48,0.64,9,5,4,5,10,6,0,4,1,4
20240124,10,903,4.1,95.9,194.66,1.84,10,6,2,1,2,4,3,5,2,2
20240124,11,1126,2.66,97.34,296.92,0.24,11,4,2,4,2,1,5,0,1,0
20240124,12,1179,0.85,99.15,144.31,1.75,4,1,1,2,1,1,0,0,0,0
20240124,13,981,0.1,99.9,13.17,1.0,1,0,0,0,0,0,0,0,0,0
20240124,14,1119,4.29,95.71,577.2,1.74,16,7,3,4,7,6,1,2,2,0
20240124,15,1178,3.57,96.43,219.2,1.05,11,5,2,2,3,3,4,4,1,7
20240124,16,1116,1.61,98.39,137.8,1.37,1,4,1,2,1,1,1,2,3,2
20240124,17,1099,4.91,95.09,461.91,0.9,11,9,5,2,6,6,4,5,4,2
20240124,18,1176,0.94,99.06,107.07,1.06,4,4,0,1,1,0,1,0,0,0
20240124,19,973,4.52,95.48,253.09,1.99,9,4,6,6,4,5,3,2,3,2
20240124,20,836,1.67,98.33,194.17,0.95,2,2,1,1,2,1,2,1,0,2
20240125,1,862,1.51,98.49,150.25,1.54,3,2,3,1,1,0,0,1,1,1
20240125,2,909,0.44,99.56,46.16,1.64,0,1,0,0,1,1,0,0,0,1
20240125,3,1137,2.02,97.98,176.19,1.47,5,1,2,2,4,3,1,1,2,2
20240125,4,812,0.99,99.01,40.67,0.0,3,0,1,1,1,1,0,0,0,1
20240125,5,1092,4.95,95.05,440.27,1.87,14,8,5,7,3,7,2,3,3,2
20240125,6,818,0.61,99.39,34.71,0.66,1,1,1,1,0,0,0,0,1,0
20240125,7,1156,1.82,98.18,314.48,1.62,5,5,1,2,3,2,1,0,1,1
20240125,8,880,3.41,96.59,240.83,1.4,6,6,2,5,2,3,1,2,2,1
20240125,9,853,1.52,98.48,93.12,0.23,1,2,3,2,0,3,0,2,0,0
20240125,10,904,3.65,96.35,268.68,0.34,7,4,4,5,3,6,0,1,2,1
20240125,11,913,2.19,97.81,173.22,1.61,7,1,0,2,4,3,1,0,2,0
20240125,12,1068,3.28,96.72,510.3,0.72,7,5,2,2,4,3,3,1,4,4
20240125,13,884,2.15,97.85,134.79,0.93,4,4,1,2,3,1,1,0,1,2
20240125,14,1099,2.37,97.63,238.41,1.3,6,3,2,2,3,5,0,2,3,0
20240125,15,826,1.82,98.18,121.38,0.24,3,1,1,0,3,2,2,0,2,1
20240125,16,1002,1.3,98.7,168.16,0.7,1,3,0,2,3,0,2,0,2,0
20240125,17,1058,0.19,99.81,14.04,1.59,1,0,0,1,0,0,0,0,0,0
20240125,18,1007,4.17,95.83,333.91,1.9,12,5,7,4,4,2,2,0,2,4
20240125,19,906,2.65,97.35,223.84,0.0,5,5,3,3,2,1,1,3,1,0
20240125,20,1022,0.29,99.71,29.9,1.47,0,0,0,0,0,1,0,0,0,2
20240126,1,1003,4.79,95.21,394.58,0.47,18,9,3,5,2,2,3,1,2,3
20240126,2,917,4.25,95.75,464.24,1.62,10,3,5,7,3,3,2,2,2,2
20240126,3,1048,3.72,96.28,479.25,1.41,9,6,3,3,10,0,0,3,3,2
20240126,4,1163,1.38,98.62,192.33,1.17,3,1,3,1,3,2,2,0,0,1
20240126,5,1064,1.13,98.87,116.68,1.95,3,2,3,2,0,0,0,0,0,2
20240126,6,892,2.24,97.76,211.28,0.15,7,1,2,2,1,4,2,0,1,0
20240126,7,1099,2.64,97.36,159.03,1.84,9,3,2,7,0,2,3,1,1,1
20240126,8,1063,0.94,99.06,51.11,1.01,1,1,1,2,1,0,1,3,0,0
20240126,9,835,3.47,96.53,200.37,1.47,10,4,1,4,3,5,0,1,0,1
20240126,10,915,4.48,95.52,425.48,1.91,5,6,6,6,6,6,1,3,1,1
20240126,11,895,2.23,97.77,185.99,1.71,7,1,1,4,1,3,1,1,0,1
20240126,12,885,4.52,95.48,564.19,0.62,11,7,2,2,6,2,2,5,2,1
20240126,13,1000,4.6,95.4,436.41,1.18,8,14,2,3,7,5,4,0,0,3
20240126,14,1053,1.33,98.67,184.16,0.76,4,3,1,1,1,0,1,0,0,3
20240126,15,987,1.42,98.58,207.53,1.14,3,0,2,3,2,3,1,0,0,0
20240126,16,816,0.86,99.14,93.78,0.81,1,0,1,0,2,0,2,1,0,0
20240126,17,1057,4.07,95.93,341.64,1.9,10,12,1,3,8,2,1,2,3,1
20240126,18,921,4.23,95.77,287.54,0.97,12,4,1,6,4,3,2,3,1,3
20240126,19,965,0.21,99.79,24.55,0.94,1,1,0,0,0,0,0,0,0,0
20240126,20,1168,3.6,96.4,494.0,0.6,5,11,4,3,4,6,2,1,3,3
20240127,1,1070,1.5,98.5,221.35,1.13,3,1,2,3,1,3,1,1,1,0
20240127,2,1169,2.22,97.78,379.53,0.22,5,7,4,3,0,3,0,0,3,1
20240127,3,883,0.68,99.32,43.77,0.98,2,1,1,1,0,1,0,0,0,0
20240127,4,962,2.29,97.71,113.34,1.37,7,5,4,1,0,2,0,0,1,2
20240127,5,954,0.31,99.69,17.9,0.98,1,0,1,1,0,0,0,0,0,0
20240127,6,927,2.91,97.09,221.39,0.9,6,6,2,1,3,3,3,1,2,0
20240127,7,874,2.75,97.25,287.65,1.24,5,2,2,2,1,2,1,0,2,7
20240127,8,1147,2.01,97.99,273.83,1.42,5,3,1,1,4,2,3,2,1,1
20240127,9,980,2.65,97.35,354.7,0.01,4,8,4,1,2,2,1,2,1,1
20240127,10,1007,0.3,99.7,22.93,0.56,1,0,1,0,0,0,0,1,0,0
20240127,11,1109,1.35,98.65,206.04,1.73,4,2,0,0,3,1,1,2,2,0
20240127,12,1141,3.24,96.76,271.87,0.08,13,6,5,1,1,3,3,1,3,1
20240127,13,898,1.67,98.33,114.63,0.9,4,2,3,2,1,2,0,0,0,1
20240127,14,969,4.85,95.15,453.45,0.39,10,6,7,6,6,6,1,3,1,1
20240127,15,1159,2.16,97.84,330.75,1.47,4,2,4,3,1,3,0,2,3,3
20240127,16,1081,3.52,96.48,238.11,1.11,7,6,1,7,4,2,2,2,4,3
20240127,17,1174,4.09,95.91,479.32,1.79,12,8,5,3,4,4,1,1,6,4
20240127,18,1199,1.17,98.83,122.95,0.06,5,0,2,3,1,1,2,0,0,0
20240127,19,994,0.6,99.4,76.3,1.84,0,1,1,1,0,0,2,0,0,1
20240127,20,923,3.14,96.86,235.23,0.62,8,2,5,4,3,1,1,0,3,2
20240128,1,805,0.37,99.63,20.07,0.5,0,1,0,0,0,1,1,0,0,0
20240128,2,984,0.2,99.8,26.87,1.37,2,0,0,0,0,0,0,0,0,0
20240128,3,980,0.0,100.0,0.0,0.02,0,0,0,0,0,0,0,0,0,0
20240128,4,979,3.17,96.83,382.54,0.8,13,6,0,2,1,4,1,3,0,1
20240128,5,947,1.27,98.73,156.48,1.66,3,1,2,2,0,2,1,0,1,0
20240128,6,1054,4.46,95.54,376.67,0.48,13,9,4,4,3,4,2,1,3,4
20240128,7,1172,0.51,99.49,67.99,0.21,3,0,1,0,0,2,0,0,0,0
20240128,8,1053,0.09,99.91,7.47,1.61,0,1,0,0,0,0,0,0,0,0
20240128,9,1162,4.04,95.96,566.66,0.48,12,10,3,2,5,3,4,3,2,3
20240128,10,918,1.09,98.91,85.9,1.96,2,2,0,2,0,1,0,1,1,1
20240128,11,1185,0.59,99.41,79.72,1.17,2,2,1,1,0,1,0,0,0,0
20240128,12,872,2.98,97.02,322.8,1.76,6,3,6,3,4,1,0,1,1,1
20240128,13,997,1.4,98.6,121.43,1.08,3,1,2,2,1,1,2,1,0,1
20240128,14,1099,3.73,96.27,412.87,1.95,9,8,1,4,3,3,3,2,3,5
20240128,15,831,2.65,97.35,141.79,0.2,5,4,5,2,1,2,0,2,0,1
20240128,16,1162,4.99,95.01,481.52,0.46,12,14,5,4,4,5,7,2,5,0
20240128,17,932,0.75,99.25,95.03,1.18,1,0,1,0,2,2,0,1,0,0
20240128,18,973,3.7,96.3,433.94,0.93,13,8,3,3,2,4,1,0,2,0
20240128,19,1046,4.59,95.41,666.06,0.42,9,6,8,9,3,4,3,2,2,2
20240128,20,1164,0.43,99.57,56.99,0.8,1,0,2,0,1,0,1,0,0,0
20240129,1,852,3.64,96.36,290.33,0.29,7,7,4,3,5,2,0,1,1,1
20240129,2,992,4.94,95.06,505.99,0.65,16,6,6,2,4,2,5,5,0,3
20240129,3,955,3.14,96.86,202.91,1.7,6,6,2,4,3,3,1,1,1,3
20240129,4,1125,3.56,96.44,366.6,1.58,9,5,7,1,5,3,2,2,1,5
20240129,5,1100,1.73,98.27,247.36,0.84,5,2,3,2,1,1,2,1,2,0
20240129,6,1102,1.18,98.82,193.68,1.45,3,0,2,3,2,1,0,0,1,1
20240129,7,875,0.34,99.66,40.13,1.54,1,0,0,0,0,1,0,1,0,0
20240129,8,974,2.77,97.23,364.95,1.19,6,2,3,1,4,5,3,1,1,1
20240129,9,940,2.45,97.55,247.97,0.81,5,6,1,3,2,4,0,0,0,2
20240129,10,1066,0.66,99.34,39.54,1.05,3,0,1,0,1,0,1,0,1,0
20240129,11,1107,0.45,99.55,37.39,0.96,1,0,0,2,0,2,0,0,0,0
20240129,12,921,1.19,98.81,68.56,1.34,2,2,0,2,0,2,2,0,0,1
20240129,13,934,3.75,96.25,523.45,0.95,9,6,2,3,4,2,3,1,3,2
20240129,14,873,4.12,95.88,245.74,0.66,5,6,5,5,3,2,3,4,0,3
20240129,15,837,4.9,95.1,327.86,1.14,6,3,5,3,7,5,2,3,2,5
20240129,16,986,1.22,98.78,127.96,1.02,2,1,2,0,1,2,1,0,1,2
20240129,17,1196,1.25,98.75,187.58,1.38,4,2,0,0,4,2,1,2,0,0
20240129,18,969,2.89,97.11,368.86,0.83,5,8,3,1,2,4,1,0,2,2
20240129,19,1139,3.95,96.05,553.07,0.62,13,7,5,4,3,4,2,3,1,3
20240129,20,801,3.5,96.5,247.74,1.64,8,3,2,2,3,4,1,1,2,2
20240130,1,976,3.59,96.41,362.81,1.54,8,5,7,4,2,2,0,3,2,2
20240130,2,1033,4.65,95.35,496.83,1.74,11,6,7,4,7,3,4,2,1,3
20240130,3,1001,0.5,99.5,59.89,1.42,0,1,1,0,0,0,0,0,1,2
20240130,4,1013,0.49,99.51,60.16,1.51,1,1,0,1,0,0,1,0,1,0
20240130,5,1167,1.46,98.54,85.88,0.51,2,3,2,1,3,3,0,0,3,0
20240130,6,999,1.1,98.9,70.22,1.33,1,4,1,1,2,1,0,1,0,0
20240130,7,918,0.76,99.24,87.08,1.39,1,3,1,0,2,0,0,0,0,0
20240130,8,1187,2.11,97.89,137.45,1.97,9,2,2,1,2,1,3,0,3,2
20240130,9,1030,2.52,97.48,278.72,0.49,5,4,3,2,1,3,2,2,2,2
20240130,10,1042,4.03,95.97,370.25,1.28,11,9,9,4,1,3,1,1,1,2
20240130,11,1010,2.67,97.33,336.58,1.5,6,4,3,2,3,0,2,3,2,2
20240130,12,819,0.12,99.88,12.08,0.61,0,0,0,0,1,0,0,0,0,0
20240130,13,1148,3.75,96.25,521.94,0.56,13,4,5,2,6,6,5,2,0,0
20240130,14,907,2.32,97.68,228.41,1.01,5,4,4,3,2,1,0,1,0,1
20240130,15,1053,0.66,99.34,76.98,1.38,2,2,1,0,1,1,0,0,0,0
20240130,16,977,3.48,96.52,217.51,0.77,15,5,3,1,2,3,2,1,2,0
20240130,17,871,0.92,99.08,80.94,1.62,2,2,2,0,0,1,0,1,0,0
20240130,18,813,1.35,98.65,110.59,1.11,4,2,1,1,2,0,1,0,0,0
20240130,19,876,2.97,97.03,238.37,1.37,11,1,0,1,3,2,1,4,1,2
20240130,20,1072,2.89,97.11,237.72,0.25,8,5,2,4,4,4,1,2,1,0
20240131,1,1191,0.08,99.92,7.4,1.3,0,0,0,0,1,0,0,0,0,0
20240131,2,805,3.48,96.52,391.81,1.53,6,2,4,0,6,3,3,1,1,2
20240131,3,824,4.98,95.02,269.68,0.16,6,6,3,3,4,6,4,5,2,2
20240131,4,1147,2.27,97.73,376.94,1.02,8,4,3,0,2,3,2,0,1,3
20240131,5,1088,2.21,97.79,355.92,0.55,12,5,3,0,0,3,0,0,1,0
20240131,6,1004,0.7,99.3,71.96,0.79,2,1,1,0,0,1,0,1,1,0
20240131,7,1048,0.48,99.52,63.91,0.6,2,1,0,0,0,1,0,1,0,0
20240131,8,1068,3.46,96.54,270.88,1.81,9,4,5,5,3,4,0,2,4,1
20240131,9,1086,4.24,95.76,251.04,0.99,15,4,4,3,7,4,2,4,1,2
20240131,10,1174,1.19,98.81,175.11,1.37,3,2,2,0,0,3,1,1,1,1
20240131,11,1013,2.17,97.83,323.72,1.85,6,6,0,4,2,2,1,0,1,0
20240131,12,904,1.0,99.0,55.41,1.22,3,1,1,0,3,0,0,0,1,0
20240131,13,923,2.6,97.4,210.09,0.37,7,2,4,4,3,1,1,0,2,0
20240131,14,855,4.56,95.44,266.94,0.58,7,7,4,4,5,7,1,1,1,2
20240131,15,1060,1.6,98.4,114.11,0.59,4,1,2,1,2,1,0,2,2,2
20240131,16,1046,2.1,97.9,232.98,0.36,7,2,2,3,1,2,2,2,1,0
20240131,17,986,0.3,99.7,42.91,1.58,0,1,0,0,0,0,0,1,1,0
20240131,18,953,4.3,95.7,261.22,1.23,6,9,3,3,5,5,2,3,3,2
20240131,19,872,1.61,98.39,170.53,0.58,2,2,1,2,3,0,0,2,1,1
20240131,20,920,2.72,97.28,167.74,1.88,6,3,4,4,1,3,0,2,1,1
20240201,1,811,0.12,99.88,11.86,1.13,0,1,0,0,0,0,0,0,0,0
20240201,2,1150,3.3,96.7,473.22,1.29,13,3,6,4,3,2,1,2,3,1
20240201,3,1156,0.35,99.65,38.34,0.67,3,0,0,0,1,0,0,0,0,0
20240201,4,1044,0.48,99.52,39.55,1.73,2,2,0,1,0,0,0,0,0,0
20240201,5,1067,3.47,96.53,508.23,1.24,12,8,3,4,5,1,1,2,1,0
20240201,6,1042,3.65,96.35,387.1,1.98,4,6,6,4,4,8,2,0,2,2
20240201,7,873,0.92,99.08,96.16,0.78,2,1,2,1,0,1,0,1,0,0
20240201,8,1179,3.9,96.1,272.95,0.43,11,5,3,8,7,3,1,5,1,2
20240201,9,899,4.23,95.77,240.49,1.08,6,6,4,5,3,9,0,2,1,2
20240201,10,885,1.13,98.87,134.84,0.48,2,1,1,1,1,4,0,0,0,0
20240201,11,1102,3.18,96.82,313.09,0.61,9,1,3,1,3,4,3,3,3,5
20240201,12,1013,0.39,99.61,57.46,0.58,0,1,0,0,2,0,0,0,1,0
20240201,13,971,0.82,99.18,61.26,1.19,1,0,1,0,1,3,0,1,0,1
20240201,14,1045,0.19,99.81,10.04,0.32,0,0,0,0,0,0,0,0,1,1
20240201,15,1184,1.52,98.48,179.04,1.32,4,2,1,3,2,2,2,1,1,0
20240201,16,808,4.7,95.3,539.4,1.63,12,4,5,3,3,3,2,4,0,2
20240201,17,855,1.87,98.13,142.49,1.47,3,5,0,3,0,3,1,0,1,0
20240201,18,1151,4.17,95.83,562.74,0.92,16,5,7,4,6,5,1,2,2,0
20240201,19,890,3.26,96.74,152.59,1.79,6,5,2,3,3,3,2,2,2,1
20240201,20,1038,3.85,96.15,210.16,1.72,11,2,3,3,4,7,4,0,2,4
20240202,1,1184,2.45,97.55,265.21,1.48,9,1,3,3,2,4,1,2,1,3
20240202,2,1032,1.55,98.45,228.75,0.55,2,4,2,1,0,1,1,3,2,0
20240202,3,963,4.47,95.53,382.53,1.39,13,10,2,3,5,3,3,0,3,1
20240202,4,972,2.98,97.02,404.77,0.22,8,5,2,6,0,3,3,1,1,0
20240202,5,922,1.63,98.37,207.1,0.63,7,5,1,0,0,2,0,0,0,0
20240202,6,1193,0.08,99.92,13.7,1.81,0,1,0,0,0,0,0,0,0,0
20240202,7,1123,4.99,95.01,435.01,1.27,20,8,6,5,6,4,2,1,3,1
20240202,8,1025,4.68,95.32,588.36,1.58,12,7,3,8,5,2,2,4,3,2
20240202,9,920,0.22,99.78,25.06,1.83,2,0,0,0,0,0,0,0,0,0
20240202,10,940,4.15,95.85,554.58,1.84,6,7,4,5,4,4,0,3,2,4
20240202,11,1039,3.75,96.25,519.46,2.0,9,6,5,6,4,3,4,1,1,0
20240202,12,1030,3.5,96.5,259.16,1.66,12,5,5,1,5,6,1,1,0,0
20240202,13,1189,4.63,95.37,707.42,1.34,13,11,4,5,3,5,7,4,2,1
20240202,14,1139,1.49,98.51,228.57,0.8,2,3,2,5,1,3,1,0,0,0
20240202,15,802,1.62,98.38,125.95,0.22,3,1,0,0,2,3,2,0,1,1
20240202,16,1027,0.1,99.9,13.35,0.56,0,1,0,0,0,0,0,0,0,0
20240202,17,1076,0.37,99.63,53.0,0.53,1,0,0,1,0,1,0,0,1,0
20240202,18,961,0.31,99.69,24.32,1.2,0,0,0,0,1,0,0,0,1,1
20240202,19,1038,2.89,97.11,309.52,1.83,4,5,4,6,6,1,1,1,1,1
20240202,20,817,3.67,96.33,312.17,0.66,8,2,1,3,5,3,3,2,1,2
20240203,1,835,4.55,95.45,529.71,1.45,9,6,4,6,1,3,1,3,5,0
20240203,2,981,1.22,98.78,133.67,0.47,2,3,1,0,1,0,1,3,0,1
20240203,3,866,1.5,98.5,89.27,1.45,1,3,1,3,0,1,0,2,1,1
20240203,4,1176,0.17,99.83,14.27,0.75,0,0,0,1,0,0,1,0,0,0
20240203,5,945,1.69,98.31,137.04,1.07,7,3,2,0,1,0,2,0,1,0
20240203,6,962,3.43,96.57,257.93,0.36,9,5,3,4,5,0,0,3,2,2
20240203,7,959,0.21,99.79,13.99,1.23,0,2,0,0,0,0,0,0,0,0
20240203,8,872,0.46,99.54,58.82,1.68,1,0,1,1,1,0,0,0,0,0
20240203,9,930,3.01,96.99,368.28,1.37,5,6,4,1,0,4,3,3,0,2
20240203,10,1184,3.89,96.11,371.84,0.31,15,10,2,2,8,0,4,1,2,2
20240203,11,877,2.05,97.95,141.38,0.96,5,1,3,3,2,2,0,1,1,0
20240203,12,1033,4.26,95.74,309.88,1.06,11,5,6,1,6,4,3,3,3,2
20240203,13,979,2.96,97.04,397.28,1.03,6,4,6,5,1,4,2,0,1,0
20240203,14,851,3.53,96.47,380.12,1.77,8,3,2,5,1,5,1,2,2,1
20240203,15,982,1.32,98.68,74.72,0.57,3,2,0,1,1,1,0,0,2,3
20240203,16,977,1.74,98.26,151.84,0.86,3,1,2,2,4,0,1,1,0,3
20240203,17,915,2.4,97.6,149.84,1.53,7,5,0,1,2,2,2,3,0,0
20240203,18,1077,0.37,99.63,47.01,0.89,1,0,0,1,1,1,0,0,0,0
20240203,19,1061,3.77,96.23,345.49,1.22,7,7,3,7,4,2,1,3,3,3
20240203,20,946,2.64,97.36,271.26,0.62,4,5,0,5,1,3,1,1,4,1
20240204,1,1014,3.06,96.94,384.46,0.32,8,6,2,2,4,4,0,1,3,1
20240204,2,1158,0.6,99.4,77.33,0.35,4,1,1,0,1,0,0,0,0,0
20240204,3,1081,3.24,96.76,239.68,1.92,5,8,5,3,3,3,0,2,2,4
20240204,4,1071,2.89,97.11,279.26,1.63,8,7,2,3,1,2,2,2,0,4
20240204,5,866,1.85,98.15,139.47,1.89,1,1,3,3,0,4,1,1,1,1
20240204,6,1179,4.5,95.5,684.21,1.12,14,8,3,9,6,4,3,1,2,3
20240204,7,987,3.95,96.05,577.79,0.37,7,5,5,3,5,5,4,1,2,2
20240204,8,1179,4.5,95.5,417.94,0.68,10,11,5,10,3,5,3,3,0,3
20240204,9,1115,1.08,98.92,129.72,1.92,4,0,2,1,0,1,0,1,2,1
20240204,10,806,0.37,99.63,42.94,0.79,1,1,0,1,0,0,0,0,0,0
20240204,11,1149,2.18,97.82,255.08,0.73,8,3,3,0,2,1,2,3,2,1
20240204,12,961,2.08,97.92,204.71,1.1,6,3,4,1,1,4,0,0,0,1
20240204,13,812,3.57,96.43,265.81,1.31,11,4,1,2,4,2,1,0,1,3
20240204,14,938,2.56,97.44,289.4,1.66,10,2,3,1,3,3,0,1,0,1
20240204,15,1097,0.91,99.09,65.89,0.97,2,1,1,3,0,3,0,0,0,0
20240204,16,1101,4.27,95.73,634.23,1.92,11,12,5,3,4,4,4,1,2,1
20240204,17,1036,2.99,97.01,217.04,0.12,11,4,4,1,3,0,1,3,1,3
20240204,18,963,3.43,96.57,492.42,1.91,9,3,6,6,4,1,0,1,2,1
20240204,19,1041,2.98,97.02,296.84,1.97,5,7,5,2,2,4,0,4,0,2
20240204,20,808,1.11,98.89,98.44,1.01,3,2,2,1,0,1,0,0,0,0
20240205,1,967,0.41,99.59,21.28,0.33,2,0,0,0,0,1,1,0,0,0
20240205,2,845,3.31,96.69,206.88,1.51,11,1,2,0,5,4,1,2,1,1
20240205,3,875,1.94,98.06,249.71,0.63,6,5,2,0,0,2,0,0,0,2
20240205,4,1190,1.6,98.4,235.17,0.38,7,2,1,1,5,1,1,1,0,0
20240205,5,1198,4.67,95.33,834.05,0.88,16,9,7,3,7,2,2,4,5,1
20240205,6,1102,2.09,97.91,344.72,0.92,4,5,2,6,4,1,0,1,0,0
20240205,7,1020,0.88,99.12,103.52,1.09,0,0,1,2,1,0,2,1,1,1
20240205,8,809,1.73,98.27,141.51,0.47,4,1,2,0,1,2,2,1,0,1
20240205,9,961,2.39,97.61,126.43,1.28,4,5,5,5,2,0,0,0,0,2
