DateID,SupplierID,LeadTimeDays,DefectRatePercent,OnTimeDeliveryPercent,PurchaseOrderFulfillmentPercent
20231122,5,16,3.45,94.41,99.81
20231122,6,12,4.31,90.56,95.34
20231122,7,8,4.74,94.46,97.64
20231122,8,11,2.39,95.72,99.06
20231122,9,11,0.77,99.06,99.33
20231122,10,16,3.87,99.02,95.97
20231122,11,13,1.84,93.62,98.9
20231122,12,11,3.04,99.72,90.94
20231122,13,19,3.67,97.29,93.53
20231122,14,8,3.37,93.48,93.73
20231122,15,15,1.19,96.62,99.23
20231123,1,9,0.28,91.86,98.09
20231123,2,19,4.92,93.44,92.02
20231123,3,11,4.23,96.21,90.95
20231123,4,6,3.46,92.57,93.25
20231123,5,15,0.51,94.34,93.41
20231123,6,13,2.38,91.69,90.73
20231123,7,9,2.11,91.4,98.8
20231123,8,13,4.56,97.7,90.95
20231123,9,5,3.23,98.9,90.77
20231123,10,7,3.82,95.38,93.03
20231123,11,11,3.88,96.58,97.58
20231123,12,10,4.95,99.19,99.68
20231123,13,5,0.23,99.96,99.93
20231123,14,5,1.21,97.96,94.01
20231123,15,17,4.88,97.83,94.91
20231124,1,9,0.49,91.21,92.27
20231124,2,5,0.56,97.08,95.61
20231124,3,8,4.5,96.63,99.56
20231124,4,16,4.22,96.71,95.11
20231124,5,9,1.98,90.28,98.16
20231124,6,16,3.39,97.11,90.85
20231124,7,11,1.38,93.55,99.81
20231124,8,19,4.31,99.61,96.48
20231124,9,18,1.92,93.89,94.27
20231124,10,5,1.06,94.57,93.67
20231124,11,14,2.94,92.49,97.03
20231124,12,10,4.86,95.92,95.29
20231124,13,8,2.0,98.67,98.61
20231124,14,19,3.6,90.29,98.81
20231124,15,18,3.48,92.1,90.06
20231125,1,9,0.98,97.39,92.26
20231125,2,17,4.42,91.74,98.69
20231125,3,6,0.52,92.37,96.24
20231125,4,9,2.58,92.41,98.59
20231125,5,19,2.06,91.2,94.76
20231125,6,14,3.03,90.16,97.42
20231125,7,10,0.47,98.49,91.14
20231125,8,11,3.47,90.85,94.9
20231125,9,10,0.3,97.21,94.01
20231125,10,5,3.7,97.61,98.54
20231125,11,17,1.54,98.14,96.58
20231125,12,18,1.32,94.46,92.39
20231125,13,7,2.55,96.5,90.82
20231125,14,14,0.52,99.07,98.64
20231125,15,17,1.03,99.28,93.42
20231126,1,12,1.95,90.96,98.95
20231126,2,9,0.97,99.11,99.85
20231126,3,18,3.19,92.28,93.31
20231126,4,15,3.47,91.56,92.83
20231126,5,8,4.23,93.84,95.51
20231126,6,12,2.69,99.13,98.8
20231126,7,18,2.79,98.9,98.91
20231126,8,5,3.11,96.26,97.65
20231126,9,18,4.05,99.93,91.84
20231126,10,16,3.03,94.24,96.33
20231126,11,14,0.52,91.59,95.68
20231126,12,16,0.89,91.83,92.92
20231126,13,13,1.64,96.18,91.02
20231126,14,13,4.17,95.35,90.01
20231126,15,8,1.03,93.64,98.7
20231127,1,17,0.09,95.05,98.51
20231127,2,16,3.56,96.8,94.86
20231127,3,16,3.14,92.54,90.1
20231127,4,5,2.64,93.28,95.86
20231127,5,12,2.66,95.86,91.07
20231127,6,16,4.25,94.94,92.35
20231127,7,12,2.23,96.03,94.36
20231127,8,12,3.44,91.1,99.37
20231127,9,6,3.74,94.57,95.23
20231127,10,10,4.16,95.93,91.72
20231127,11,16,1.61,96.83,99.78
20231127,12,8,2.78,90.01,91.26
20231127,13,11,1.53,91.96,98.86
20231127,14,14,4.23,90.15,93.71
20231127,15,10,2.94,98.88,96.95
20231128,1,5,4.78,91.52,98.21
20231128,2,16,2.4,90.65,91.1
20231128,3,9,1.54,95.25,92.84
20231128,4,18,3.78,98.21,93.25
20231128,5,9,1.04,93.34,97.47
20231128,6,15,4.0,97.57,97.65
20231128,7,12,4.89,91.96,96.58
20231128,8,13,3.76,92.69,94.85
20231128,9,6,0.4,94.37,90.47
20231128,10,8,4.01,95.73,99.2
20231128,11,11,4.73,96.15,98.25
20231128,12,13,1.57,99.79,96.83
20231128,13,6,2.19,95.74,91.66
20231128,14,18,1.47,98.65,96.47
20231128,15,11,2.39,95.5,96.32
20231129,1,12,3.74,98.14,90.95
20231129,2,14,4.86,97.55,96.66
20231129,3,5,2.4,92.62,96.57
20231129,4,13,1.05,90.64,94.47
20231129,5,15,3.38,99.16,98.69
20231129,6,12,4.04,95.17,92.79
20231129,7,7,3.9,94.01,95.43
20231129,8,13,0.36,93.47,92.35
20231129,9,17,2.6,99.6,91.88
20231129,10,10,3.66,94.97,90.9
20231129,11,13,4.47,92.03,90.09
20231129,12,7,1.41,95.02,94.27
20231129,13,5,2.69,91.59,99.95
20231129,14,6,4.8,90.31,98.93
20231129,15,12,1.17,98.43,92.83
20231130,1,6,3.68,98.27,94.68
20231130,2,5,3.82,95.36,97.79
20231130,3,11,1.15,91.18,99.75
20231130,4,17,0.91,96.58,95.39
20231130,5,16,1.71,91.79,98.24
20231130,6,14,1.06,99.01,92.39
20231130,7,11,2.9,98.34,98.98
20231130,8,16,0.73,99.88,99.43
20231130,9,13,3.02,98.34,95.34
20231130,10,15,0.33,96.24,97.17
20231130,11,6,2.12,93.33,92.44
20231130,12,11,0.73,95.35,93.71
20231130,13,6,4.2,97.19,95.62
20231130,14,19,3.26,93.46,98.94
20231130,15,19,1.5,96.54,91.78
20231201,1,16,0.14,96.09,96.07
20231201,2,10,1.78,98.15,93.4
20231201,3,5,0.43,94.66,99.84
20231201,4,15,0.48,97.14,99.04
20231201,5,15,1.57,93.82,96.99
20231201,6,16,3.93,99.46,95.74
20231201,7,16,1.39,98.05,90.42
20231201,8,10,0.27,91.38,99.67
20231201,9,13,2.25,99.76,97.03
20231201,10,12,1.13,91.15,90.72
20231201,11,6,4.69,96.15,97.28
20231201,12,18,3.53,95.5,92.5
20231201,13,10,1.78,93.93,97.75
20231201,14,11,2.7,98.55,94.77
20231201,15,18,1.72,90.07,97.46
20231202,1,19,0.33,92.12,94.01
20231202,2,16,4.15,91.67,93.53
20231202,3,12,0.77,92.61,98.07
20231202,4,5,1.04,96.9,97.07
20231202,5,12,1.9,90.24,94.48
20231202,6,15,4.84,93.76,92.87
20231202,7,13,0.08,99.28,97.11
20231202,8,7,2.22,92.14,94.51
20231202,9,18,4.2,93.27,90.44
20231202,10,8,4.53,93.71,97.23
20231202,11,18,4.76,95.82,96.07
20231202,12,8,2.76,94.23,96.15
20231202,13,14,3.68,97.42,96.96
20231202,14,19,3.95,96.23,93.93
20231202,15,7,3.27,92.95,95.82
20231203,1,5,3.57,95.3,98.07
20231203,2,15,0.85,92.45,94.03
20231203,3,12,2.0,94.46,99.25
20231203,4,10,0.78,97.09,98.79
20231203,5,19,4.49,94.46,97.76
20231203,6,5,4.49,97.42,98.47
20231203,7,8,1.5,98.65,99.4
20231203,8,6,0.58,92.78,97.17
20231203,9,8,3.94,97.28,93.78
20231203,10,15,3.18,92.15,94.32
20231203,11,17,0.25,95.6,93.15
20231203,12,16,3.22,94.98,94.44
20231203,13,13,3.81,96.92,93.03
20231203,14,14,3.89,92.05,93.74
20231203,15,5,1.29,91.37,99.78
20231204,1,7,4.39,91.24,96.46
20231204,2,19,2.23,97.57,92.97
20231204,3,18,0.98,90.48,96.24
20231204,4,9,0.67,98.15,97.26
20231204,5,7,3.15,97.8,96.07
20231204,6,12,4.45,93.87,98.94
20231204,7,10,4.53,98.09,95.65
20231204,8,6,4.59,99.35,93.2
20231204,9,12,3.65,94.1,93.6
20231204,10,17,3.8,91.97,97.44
20231204,11,13,1.26,95.63,98.12
20231204,12,12,2.1,90.1,90.44
20231204,13,9,4.94,98.64,93.17
20231204,14,8,2.05,94.32,96.7
20231204,15,7,3.59,92.12,93.61
20231205,1,18,2.09,95.94,95.58
20231205,2,10,0.69,96.16,94.66
20231205,3,9,0.98,93.45,99.39
20231205,4,13,3.77,91.56,95.07
20231205,5,15,2.13,97.7,98.2
20231205,6,17,4.07,95.79,95.06
20231205,7,9,0.35,97.08,91.47
20231205,8,9,4.69,97.06,98.71
20231205,9,6,1.62,92.86,92.12
20231205,10,15,3.73,90.88,93.68
20231205,11,18,4.01,98.61,95.45
20231205,12,14,1.66,98.24,94.34
20231205,13,13,3.62,93.94,93.69
20231205,14,15,1.35,95.98,91.13
20231205,15,5,0.18,98.88,94.13
20231206,1,8,0.78,96.39,94.35
20231206,2,19,4.08,97.45,94.32
20231206,3,8,1.55,95.99,95.71
20231206,4,14,3.45,99.17,95.27
20231206,5,18,2.23,91.58,93.55
20231206,6,9,2.16,99.26,95.27
20231206,7,9,2.98,93.9,95.99
20231206,8,7,4.02,96.45,97.04
20231206,9,14,0.12,96.37,98.69
20231206,10,18,2.97,92.71,92.85
20231206,11,9,1.93,92.35,90.61
20231206,12,9,4.72,90.9,94.83
20231206,13,13,2.6,97.32,97.54
20231206,14,11,3.6,90.08,94.17
20231206,15,17,2.85,94.68,92.95
20231207,1,14,3.36,94.06,99.98
20231207,2,15,1.17,97.67,93.69
20231207,3,11,2.88,96.24,96.19
20231207,4,16,4.68,94.6,90.12
20231207,5,18,2.17,99.12,91.6
20231207,6,12,1.81,94.21,90.45
20231207,7,11,4.04,95.44,92.07
20231207,8,11,0.32,94.87,98.69
20231207,9,9,2.81,93.48,93.06
20231207,10,5,3.49,92.66,99.79
20231207,11,10,2.6,94.95,92.42
20231207,12,10,0.72,90.12,99.65
20231207,13,8,0.32,93.71,97.08
20231207,14,14,4.66,92.34,91.8
20231207,15,18,1.05,91.01,92.21
20231208,1,10,3.51,93.72,94.14
20231208,2,12,2.1,90.88,96.83
20231208,3,15,3.79,92.24,97.13
20231208,4,9,1.05,98.21,98.81
20231208,5,15,0.89,91.76,92.17
20231208,6,7,3.14,93.29,94.39
20231208,7,16,2.29,92.92,94.75
20231208,8,16,3.76,98.49,97.74
20231208,9,8,1.09,95.49,95.06
20231208,10,5,3.7,98.08,90.28
20231208,11,8,3.37,92.22,90.37
20231208,12,11,4.76,97.78,95.5
20231208,13,15,2.83,97.69,91.71
20231208,14,17,1.43,92.34,92.52
20231208,15,17,0.3,90.54,93.36
20231209,1,13,2.48,98.48,97.33
20231209,2,13,2.14,98.35,96.66
20231209,3,8,4.42,93.26,91.52
20231209,4,9,2.42,90.55,97.7
20231209,5,6,2.98,99.49,90.73
20231209,6,16,2.46,97.48,96.6
20231209,7,19,0.5,91.73,98.59
20231209,8,9,2.54,93.66,93.59
20231209,9,6,1.81,95.43,92.91
20231209,10,18,2.53,93.95,92.94
20231209,11,6,4.54,93.27,91.06
20231209,12,17,1.97,99.69,90.77
20231209,13,7,3.56,95.59,94.47
20231209,14,16,4.69,93.2,94.12
20231209,15,16,0.18,99.4,94.52
20231210,1,6,1.21,99.25,99.11
20231210,2,11,0.35,92.17,95.35
20231210,3,16,2.0,96.56,99.07
20231210,4,6,0.72,98.59,96.6
20231210,5,15,4.84,91.8,99.31
20231210,6,17,0.62,94.85,97.08
20231210,7,7,3.73,97.32,96.66
20231210,8,19,0.36,90.14,98.5
20231210,9,19,0.68,95.65,93.67
20231210,10,5,2.78,90.05,92.26
20231210,11,11,1.02,97.51,92.22
20231210,12,14,0.97,95.47,95.99
20231210,13,10,3.33,91.05,91.91
20231210,14,17,4.1,98.01,95.15
20231210,15,7,0.71,91.66,92.36
20231211,1,12,1.86,91.05,91.09
20231211,2,11,1.44,97.41,94.63
20231211,3,5,4.84,91.57,98.0
20231211,4,14,0.31,99.4,95.44
20231211,5,5,2.59,91.63,92.92
20231211,6,5,0.79,91.61,98.83
20231211,7,7,3.34,99.82,91.29
20231211,8,19,3.42,92.28,92.27
20231211,9,18,1.37,94.23,94.29
20231211,10,5,4.5,94.52,95.95
20231211,11,10,3.89,90.27,99.69
20231211,12,5,4.8,93.72,98.2
20231211,13,14,2.47,90.6,92.63
20231211,14,17,4.15,94.74,96.01
20231211,15,12,1.55,91.17,99.01
20231212,1,17,2.93,94.9,93.33
20231212,2,7,4.37,90.01,98.66
20231212,3,9,1.48,98.91,99.78
20231212,4,10,3.63,97.3,90.3
20231212,5,14,1.14,92.29,99.2
20231212,6,13,1.75,92.17,99.24
20231212,7,14,0.42,93.2,92.41
20231212,8,8,4.85,95.62,93.97
20231212,9,8,4.38,91.91,91.85
20231212,10,12,2.77,96.67,99.07
20231212,11,6,0.05,96.08,96.72
20231212,12,15,3.74,90.62,93.78
20231212,13,16,2.68,94.11,99.62
20231212,14,10,3.37,92.17,96.75
20231212,15,14,4.77,91.84,90.55
20231213,1,19,3.64,90.7,99.95
20231213,2,18,4.06,91.97,93.78
20231213,3,15,3.02,93.92,90.47
20231213,4,14,2.92,98.79,90.21
20231213,5,16,3.2,98.77,92.22
20231213,6,16,4.3,97.35,95.99
20231213,7,16,4.77,93.07,91.43
20231213,8,14,4.27,92.09,97.48
20231213,9,14,1.65,92.84,93.51
20231213,10,6,0.02,99.75,92.09
20231213,11,12,1.82,93.72,91.14
20231213,12,8,3.79,93.38,96.03
20231213,13,11,1.82,98.15,95.41
20231213,14,5,0.04,99.64,92.87
20231213,15,16,1.48,93.44,95.46
20231214,1,12,4.38,96.7,93.88
20231214,2,10,3.78,93.7,98.69
20231214,3,19,1.32,95.49,90.95
20231214,4,9,0.31,99.75,94.36
20231214,5,16,1.39,94.19,98.39
20231214,6,16,1.87,90.3,92.36
20231214,7,9,4.65,95.79,94.49
20231214,8,10,2.35,99.31,95.03
20231214,9,11,2.96,91.11,97.12
20231214,10,16,0.14,93.05,97.38
20231214,11,6,3.83,97.04,96.7
20231214,12,11,4.15,98.43,99.12
20231214,13,8,3.49,97.46,93.15
20231214,14,9,1.83,99.96,92.33
20231214,15,6,3.3,92.51,96.62
20231215,1,15,4.74,96.24,97.54
20231215,2,13,2.26,94.34,99.52
20231215,3,10,4.93,90.52,96.96
20231215,4,9,3.21,99.59,90.15
20231215,5,14,3.71,93.81,99.06
20231215,6,8,2.83,96.89,97.29
20231215,7,15,3.37,98.66,93.7
20231215,8,14,4.56,92.28,99.9
20231215,9,12,2.92,92.43,94.51
20231215,10,14,2.26,96.88,93.63
20231215,11,11,3.68,96.21,95.15
20231215,12,7,3.35,91.37,98.41
20231215,13,14,2.03,96.75,98.9
20231215,14,12,1.03,90.97,95.82
20231215,15,11,4.04,95.88,91.43
20231216,1,8,1.9,90.48,94.72
20231216,2,12,2.19,90.49,97.76
20231216,3,7,1.49,95.09,98.21
20231216,4,17,2.76,92.94,99.59
20231216,5,17,4.94,99.07,94.64
20231216,6,7,2.73,93.93,92.36
20231216,7,12,2.17,92.45,90.54
20231216,8,17,2.63,99.46,94.79
20231216,9,8,4.98,99.17,93.09
20231216,10,16,2.45,98.82,99.03
20231216,11,12,3.69,92.98,90.98
20231216,12,19,0.03,99.01,91.76
20231216,13,6,2.03,95.84,98.79
20231216,14,8,2.05,91.94,94.47
20231216,15,16,0.56,93.85,96.07
20231217,1,12,2.1,97.08,96.43
20231217,2,18,2.78,99.43,94.71
20231217,3,10,3.54,95.55,94.04
20231217,4,5,2.36,93.36,95.5
20231217,5,5,1.56,97.85,95.33
20231217,6,5,3.11,96.17,95.94
20231217,7,15,0.24,93.61,92.95
20231217,8,10,1.98,92.84,99.66
20231217,9,8,4.81,94.49,90.96
20231217,10,15,1.44,94.03,99.47
20231217,11,12,1.28,92.81,99.8
20231217,12,10,1.37,92.99,92.45
20231217,13,7,0.82,98.35,99.11
20231217,14,19,4.06,94.52,96.21
20231217,15,10,1.71,98.91,96.64
20231218,1,10,1.86,94.86,91.25
20231218,2,11,4.81,96.17,91.45
20231218,3,6,0.06,91.05,92.2
20231218,4,7,1.24,98.15,90.62
20231218,5,6,2.27,91.1,97.29
20231218,6,14,2.3,90.8,96.31
20231218,7,13,4.22,93.68,99.07
20231218,8,18,3.75,96.92,96.59
20231218,9,15,0.22,94.75,95.61
20231218,10,7,1.76,95.7,90.23
20231218,11,13,2.58,93.32,93.22
20231218,12,12,0.85,97.75,92.64
20231218,13,16,4.54,93.12,92.64
20231218,14,9,2.02,90.08,92.5
20231218,15,10,3.88,97.6,96.71
20231219,1,18,2.37,94.17,92.42
20231219,2,7,0.3,99.36,97.66
20231219,3,7,0.9,95.7,90.9
20231219,4,18,2.28,96.01,96.89
20231219,5,16,2.58,92.73,92.61
20231219,6,8,0.39,91.03,95.25
20231219,7,7,4.5,97.02,96.67
20231219,8,12,3.87,90.41,91.75
20231219,9,8,2.53,94.98,91.24
20231219,10,8,0.15,99.95,92.92
20231219,11,12,0.98,95.52,94.21
20231219,12,11,4.58,98.86,97.83
20231219,13,19,0.62,91.04,99.5
20231219,14,16,2.23,99.44,94.43
20231219,15,8,1.14,99.5,91.0
20231220,1,7,2.6,93.28,91.3
20231220,2,11,2.79,91.31,90.94
20231220,3,15,3.06,96.57,92.83
20231220,4,10,1.87,93.68,93.09
20231220,5,16,0.26,90.35,95.72
20231220,6,13,1.77,90.49,96.18
20231220,7,9,4.52,95.22,97.46
20231220,8,11,2.13,98.44,97.04
20231220,9,19,3.15,94.25,99.68
20231220,10,6,3.8,94.82,93.27
20231220,11,18,3.89,97.91,91.46
20231220,12,19,2.58,91.5,98.89
20231220,13,19,1.62,93.35,99.43
20231220,14,7,4.89,94.46,94.06
20231220,15,12,2.95,93.59,91.7
20231221,1,8,3.5,99.2,96.49
20231221,2,13,0.79,97.22,91.3
20231221,3,18,2.29,93.37,91.83
20231221,4,15,2.22,99.25,94.26
20231221,5,7,0.88,93.51,92.23
20231221,6,18,0.8,98.11,95.94
20231221,7,19,2.87,90.21,97.99
20231221,8,17,3.43,91.53,96.11
20231221,9,13,2.15,98.66,90.58
20231221,10,11,0.61,99.16,99.47
20231221,11,11,4.22,98.97,93.49
20231221,12,6,2.92,99.55,97.5
20231221,13,9,4.07,96.08,97.97
20231221,14,17,3.85,95.5,96.34
20231221,15,7,3.88,90.96,96.9
20231222,1,12,3.98,93.94,96.69
20231222,2,13,0.3,96.68,90.14
20231222,3,14,0.85,96.77,98.24
20231222,4,18,3.89,92.75,95.51
20231222,5,15,4.69,90.29,93.1
20231222,6,5,4.65,97.96,93.22
20231222,7,6,0.4,95.63,93.01
20231222,8,7,1.82,90.37,90.65
20231222,9,9,4.78,99.89,92.7
20231222,10,17,3.84,95.54,93.05
20231222,11,12,4.97,94.53,92.5
20231222,12,18,3.92,92.23,97.84
20231222,13,10,0.98,98.27,96.08
20231222,14,18,2.7,90.54,96.52
20231222,15,7,0.23,98.09,92.92
20231223,1,7,1.33,97.85,95.81
20231223,2,11,3.01,95.78,95.87
20231223,3,10,4.29,90.36,93.79
20231223,4,10,3.03,95.28,97.38
20231223,5,16,3.43,96.15,94.25
20231223,6,11,1.71,99.35,98.13
20231223,7,18,1.76,99.99,97.18
20231223,8,13,2.31,92.33,91.93
20231223,9,6,4.69,94.89,95.39
20231223,10,19,4.18,92.63,98.21
20231223,11,15,2.58,99.84,95.01
20231223,12,7,4.24,96.14,94.81
20231223,13,16,0.1,95.19,94.25
20231223,14,11,0.6,95.93,91.76
20231223,15,16,2.79,99.07,90.48
20231224,1,16,3.03,92.74,98.68
20231224,2,13,0.84,97.78,99.99
20231224,3,15,4.11,95.75,95.36
20231224,4,6,0.71,97.7,98.52
20231224,5,16,1.3,93.68,92.35
20231224,6,5,4.18,90.28,92.57
20231224,7,14,1.8,92.65,94.7
20231224,8,5,0.54,90.56,96.35
20231224,9,12,1.26,96.73,99.73
20231224,10,7,0.81,99.9,94.46
20231224,11,13,0.12,97.86,95.59
20231224,12,19,2.69,94.15,93.14
20231224,13,9,3.02,90.26,97.24
20231224,14,15,0.69,97.73,90.81
20231224,15,10,2.97,93.47,94.81
20231225,1,18,2.59,98.1,94.88
20231225,2,6,1.66,93.48,96.03
20231225,3,6,2.39,94.02,95.28
20231225,4,13,1.6,96.97,91.24
20231225,5,19,1.41,91.91,99.82
20231225,6,11,3.27,99.73,93.77
20231225,7,10,3.17,92.82,94.47
20231225,8,11,4.48,97.81,92.57
20231225,9,19,0.75,98.02,96.89
20231225,10,16,1.11,95.46,91.85
20231225,11,7,0.04,90.17,90.78
20231225,12,9,4.37,95.36,96.3
20231225,13,9,2.34,95.95,93.39
20231225,14,12,1.48,95.86,96.09
20231225,15,13,1.25,96.14,99.14
20231226,1,14,2.67,94.27,92.36
20231226,2,11,0.39,98.94,93.85
20231226,3,8,4.09,97.48,95.77
20231226,4,18,2.15,99.1,93.43
20231226,5,10,1.73,95.79,92.37
20231226,6,5,3.07,96.43,94.03
20231226,7,5,3.21,96.16,93.32
20231226,8,17,4.89,91.04,95.59
20231226,9,11,0.85,97.58,94.39
20231226,10,16,1.62,95.59,96.58
20231226,11,10,2.7,90.89,93.16
20231226,12,7,1.93,94.37,93.24
20231226,13,14,0.11,96.4,94.51
20231226,14,5,0.22,97.41,92.18
20231226,15,18,1.61,98.43,93.42
20231227,1,9,0.7,98.7,97.3
20231227,2,15,1.59,98.58,98.28
20231227,3,19,0.14,91.5,90.73
20231227,4,10,3.55,95.0,99.33
20231227,5,11,0.48,94.59,95.51
20231227,6,19,4.58,90.71,95.9
20231227,7,13,2.01,91.28,99.88
20231227,8,12,1.98,99.46,98.46
20231227,9,8,4.64,95.16,93.5
20231227,10,5,0.1,91.59,90.88
20231227,11,9,0.95,99.02,96.85
20231227,12,12,2.17,99.38,95.87
20231227,13,6,0.02,98.69,99.9
20231227,14,16,3.13,99.75,99.59
20231227,15,6,2.45,99.78,97.45
20231228,1,7,3.45,94.75,95.5
20231228,2,7,3.14,96.16,98.19
20231228,3,12,1.59,98.94,91.07
20231228,4,19,1.47,94.34,93.22
20231228,5,6,4.4,97.54,90.35
20231228,6,15,2.18,95.03,95.49
20231228,7,13,0.76,99.48,93.42
20231228,8,7,2.17,97.39,94.33
20231228,9,17,1.91,99.54,95.06
20231228,10,5,3.9,94.63,95.2
20231228,11,6,4.3,98.55,93.99
20231228,12,10,0.81,91.13,97.48
20231228,13,7,4.0,92.5,90.84
20231228,14,10,1.74,92.62,97.42
20231228,15,5,2.84,91.22,94.37
20231229,1,13,1.67,96.66,94.33
20231229,2,10,3.91,95.15,95.17
20231229,3,17,1.23,98.69,98.49
20231229,4,9,4.12,92.56,97.16
20231229,5,19,4.08,97.83,97.75
20231229,6,10,2.76,96.79,91.06
20231229,7,11,3.61,90.0,93.77
20231229,8,13,3.09,95.18,92.28
20231229,9,11,4.79,92.31,96.87
20231229,10,5,1.85,92.45,90.64
20231229,11,5,1.84,97.53,93.41
20231229,12,19,4.78,96.74,95.91
20231229,13,16,4.99,92.95,92.34
20231229,14,19,4.05,95.53,92.21
20231229,15,19,0.48,93.71,95.65
20231230,1,10,1.87,97.33,94.69
20231230,2,8,4.33,90.79,90.15
20231230,3,11,4.47,98.78,90.62
20231230,4,8,2.47,99.94,93.84
20231230,5,19,1.71,96.88,90.19
20231230,6,9,2.23,94.88,98.71
20231230,7,5,1.29,90.38,98.83
20231230,8,15,4.66,98.91,98.85
20231230,9,5,4.45,93.57,98.53
20231230,10,13,2.44,91.12,93.4
20231230,11,16,2.38,98.66,96.65
20231230,12,19,0.93,93.04,92.43
20231230,13,7,3.73,99.85,97.02
20231230,14,17,0.94,91.5,99.06
20231230,15,6,0.07,90.03,98.46
20231231,1,7,0.57,97.52,95.23
20231231,2,19,0.17,94.15,94.09
20231231,3,17,3.33,95.92,94.88
20231231,4,7,3.76,90.57,99.38
20231231,5,15,3.7,95.84,95.16
20231231,6,10,0.07,91.47,98.23
20231231,7,12,1.27,93.6,98.59
20231231,8,7,0.05,93.12,98.0
20231231,9,15,1.99,97.17,98.91
20231231,10,10,1.44,92.17,93.64
20231231,11,8,1.09,99.26,91.23
20231231,12,16,2.74,99.78,96.52
20231231,13,5,4.52,91.51,91.28
20231231,14,11,3.77,97.35,97.87
20231231,15,5,1.43,99.85,98.2
20240101,1,11,4.06,98.77,98.56
20240101,2,19,4.0,92.33,96.2
20240101,3,19,0.33,97.22,95.85
20240101,4,16,2.04,97.47,95.31
20240101,5,12,3.01,91.64,90.97
20240101,6,10,2.36,92.79,94.68
20240101,7,14,2.25,99.95,93.95
20240101,8,15,4.94,99.31,99.72
20240101,9,14,1.84,97.59,90.44
20240101,10,18,3.31,90.04,98.1
20240101,11,17,4.81,91.41,98.67
20240101,12,11,0.16,96.57,99.29
20240101,13,15,3.61,98.54,93.19
20240101,14,19,2.64,98.92,96.99
20240101,15,15,3.48,90.75,92.52
20240102,1,19,1.25,95.11,91.9
20240102,2,13,0.29,94.33,91.35
20240102,3,6,3.53,98.78,96.69
20240102,4,18,1.63,94.8,92.54
20240102,5,16,3.7,91.68,97.86
20240102,6,5,1.04,95.21,99.95
20240102,7,19,4.9,99.93,99.92
20240102,8,9,2.81,91.27,93.2
20240102,9,9,2.63,97.69,90.6
20240102,10,8,4.36,90.41,97.69
20240102,11,6,2.24,90.73,91.77
20240102,12,12,1.54,91.55,91.22
20240102,13,13,1.17,91.7,96.96
20240102,14,7,3.59,97.09,98.2
20240102,15,10,4.03,97.83,98.93
20240103,1,13,4.13,93.81,96.96
20240103,2,9,1.73,94.39,90.34
20240103,3,6,4.68,94.04,98.17
20240103,4,7,3.99,90.37,90.88
20240103,5,7,1.53,90.96,99.93
20240103,6,14,2.69,95.65,96.86
20240103,7,18,4.93,99.84,98.93
20240103,8,5,0.43,95.52,94.93
20240103,9,15,3.81,93.03,98.46
20240103,10,19,0.58,95.35,94.62
20240103,11,7,4.17,96.67,94.47
20240103,12,15,2.26,91.91,92.98
20240103,13,16,0.88,90.7,98.23
20240103,14,9,1.4,92.6,95.23
20240103,15,16,4.73,99.57,98.97
20240104,1,9,1.79,90.31,97.18
20240104,2,16,2.92,99.41,92.49
20240104,3,11,3.03,90.68,90.71
20240104,4,6,0.61,91.29,97.58
20240104,5,12,3.22,91.53,99.47
20240104,6,6,1.53,96.71,95.17
20240104,7,6,0.93,91.82,95.36
20240104,8,5,3.59,98.81,99.98
20240104,9,17,4.92,95.53,96.42
20240104,10,16,3.34,91.94,96.0
20240104,11,5,1.95,92.15,96.68
20240104,12,15,1.11,98.49,96.66
20240104,13,14,2.32,90.07,99.32
20240104,14,7,2.11,96.05,91.13
20240104,15,15,4.18,98.6,96.09
20240105,1,16,2.2,92.02,93.08
20240105,2,5,2.57,95.73,99.56
20240105,3,16,2.52,90.39,96.83
20240105,4,14,0.42,99.16,94.89
20240105,5,10,4.61,92.16,92.1
20240105,6,18,1.17,93.18,92.65
20240105,7,16,4.21,95.64,91.83
20240105,8,14,3.24,97.4,94.94
20240105,9,13,2.19,98.2,92.83
20240105,10,12,2.11,92.45,93.26
20240105,11,17,3.64,98.81,95.48
20240105,12,5,4.4,95.37,96.96
20240105,13,7,0.55,93.82,98.19
20240105,14,18,2.38,94.29,95.42
20240105,15,19,4.5,94.85,93.83
20240106,1,9,1.51,96.29,99.65
20240106,2,6,1.96,93.58,90.55
20240106,3,7,0.86,99.02,99.45
20240106,4,8,0.9,98.84,93.07
20240106,5,16,3.33,91.43,93.8
20240106,6,7,1.79,96.21,98.57
20240106,7,5,2.45,95.74,95.86
20240106,8,6,0.1,91.07,94.19
20240106,9,8,4.64,97.75,94.14
20240106,10,7,2.1,96.68,98.47
20240106,11,7,3.49,90.26,91.72
20240106,12,8,2.48,98.57,91.23
20240106,13,12,0.26,99.86,95.85
20240106,14,7,3.06,91.8,99.05
20240106,15,5,2.48,94.9,98.3
20240107,1,5,2.67,95.57,91.44
20240107,2,12,0.49,97.45,95.95
20240107,3,11,4.44,92.58,93.84
20240107,4,15,2.3,93.85,97.04
20240107,5,6,1.54,94.81,99.14
20240107,6,9,2.74,97.91,92.39
20240107,7,14,1.26,98.6,92.03
20240107,8,8,1.74,96.03,96.82
20240107,9,16,1.56,91.16,96.31
20240107,10,13,1.43,92.76,93.78
20240107,11,10,4.8,97.37,91.13
