DateID,MachineID,OEEPercent,UtilizationRatePercent,ActualCycleTimeMinutes,TargetCycleTimeMinutes,ChangeoverTimeMinutes,ScrapRatePercent
20231129,3,74.09,85.32,11.16,10,59,2.4
20231129,4,99.54,86.52,9.6,10,42,0.03
20231129,5,69.28,78.35,8.6,10,107,2.53
20231129,6,69.85,90.74,9.14,10,100,2.23
20231129,7,98.72,87.88,11.26,10,56,1.88
20231129,8,96.72,97.79,11.14,10,56,1.21
20231129,9,72.79,74.21,9.75,10,98,1.6
20231129,10,96.03,85.05,8.73,10,35,1.45
20231130,1,89.95,73.78,9.5,10,70,0.95
20231130,2,81.09,92.23,8.29,10,98,0.35
20231130,3,87.54,86.71,9.85,10,37,0.41
20231130,4,68.76,59.6,8.86,10,85,0.77
20231130,5,84.96,63.75,10.48,10,45,0.96
20231130,6,98.29,96.64,8.43,10,95,1.47
20231130,7,68.86,57.31,8.51,10,55,1.39
20231130,8,88.48,75.62,11.42,10,90,0.86
20231130,9,97.29,57.65,9.93,10,59,2.6
20231130,10,95.37,72.86,10.66,10,45,2.65
20231201,1,82.22,97.91,10.38,10,90,1.02
20231201,2,73.46,60.8,10.09,10,57,2.44
20231201,3,83.07,74.22,8.81,10,54,0.08
20231201,4,98.16,80.35,10.77,10,65,2.56
20231201,5,67.56,85.0,8.55,10,50,1.93
20231201,6,99.52,75.88,8.7,10,47,2.75
20231201,7,87.73,90.64,9.62,10,106,0.05
20231201,8,92.76,61.75,8.91,10,42,2.65
20231201,9,76.37,90.3,10.78,10,59,2.77
20231201,10,63.13,69.39,10.43,10,45,0.87
20231202,1,96.01,94.29,8.54,10,67,1.16
20231202,2,66.84,69.95,8.52,10,68,2.05
20231202,3,67.06,55.4,11.55,10,99,1.62
20231202,4,71.25,50.64,8.2,10,44,2.69
20231202,5,76.77,59.25,9.28,10,104,0.68
20231202,6,69.51,83.88,11.06,10,47,1.45
20231202,7,86.35,76.05,8.22,10,64,1.58
20231202,8,97.79,56.3,8.28,10,89,0.76
20231202,9,99.97,97.58,9.69,10,116,1.17
20231202,10,87.44,65.35,8.84,10,74,0.67
20231203,1,73.45,79.03,10.21,10,38,1.84
20231203,2,73.15,79.7,8.61,10,91,0.38
20231203,3,70.27,61.23,11.68,10,49,1.08
20231203,4,94.55,57.06,10.66,10,93,0.19
20231203,5,66.51,67.54,8.85,10,45,1.56
20231203,6,89.4,81.77,9.48,10,45,2.35
20231203,7,73.1,96.23,10.05,10,34,1.87
20231203,8,62.24,71.66,10.15,10,73,1.29
20231203,9,84.44,66.12,10.99,10,70,0.62
20231203,10,73.82,72.41,10.14,10,96,1.34
20231204,1,61.4,55.96,9.36,10,69,1.49
20231204,2,73.15,59.41,9.13,10,50,0.33
20231204,3,74.08,86.65,8.1,10,99,1.09
20231204,4,77.89,98.32,9.58,10,106,2.55
20231204,5,83.87,80.04,10.02,10,55,2.71
20231204,6,94.2,90.87,10.47,10,61,0.62
20231204,7,63.27,68.91,11.44,10,90,1.41
20231204,8,98.52,91.56,8.29,10,57,0.68
20231204,9,94.93,96.74,8.98,10,81,2.19
20231204,10,74.24,84.65,10.46,10,84,1.1
20231205,1,92.22,76.1,8.15,10,39,2.91
20231205,2,91.62,60.29,10.49,10,49,0.02
20231205,3,62.7,56.92,10.39,10,91,0.03
20231205,4,71.14,57.82,11.56,10,64,1.48
20231205,5,80.24,72.85,11.53,10,30,0.14
20231205,6,93.51,74.79,11.43,10,64,0.4
20231205,7,75.37,72.68,8.98,10,101,2.4
20231205,8,61.09,73.06,11.15,10,61,0.62
20231205,9,80.59,69.75,9.07,10,51,1.27
20231205,10,83.98,53.82,8.35,10,59,2.4
20231206,1,80.93,70.02,11.25,10,93,1.59
20231206,2,83.93,78.55,8.8,10,95,0.46
20231206,3,72.95,79.46,9.77,10,55,0.48
20231206,4,98.92,53.15,9.85,10,62,1.36
20231206,5,72.17,91.75,8.0,10,56,2.77
20231206,6,90.2,58.77,8.03,10,73,2.53
20231206,7,98.01,80.86,10.74,10,99,0.85
20231206,8,61.79,54.12,11.57,10,47,0.01
20231206,9,85.07,75.04,8.4,10,112,0.91
20231206,10,81.78,70.49,8.98,10,107,0.21
20231207,1,91.07,54.37,9.77,10,61,2.69
20231207,2,60.67,60.5,9.87,10,82,1.08
20231207,3,77.2,69.78,10.3,10,102,0.68
20231207,4,80.04,61.12,10.66,10,86,0.05
20231207,5,80.79,74.82,11.2,10,41,0.82
20231207,6,60.75,67.85,8.49,10,102,2.65
20231207,7,78.97,99.37,11.27,10,56,1.82
20231207,8,82.15,62.15,8.48,10,74,2.39
20231207,9,91.43,68.63,8.83,10,109,1.31
20231207,10,61.76,90.64,10.2,10,64,1.84
20231208,1,85.88,50.47,11.01,10,58,0.09
20231208,2,94.34,62.7,10.21,10,97,1.28
20231208,3,86.46,68.47,10.18,10,97,1.25
20231208,4,65.0,85.4,11.81,10,72,0.95
20231208,5,70.77,79.08,9.62,10,104,0.85
20231208,6,78.02,69.43,8.83,10,95,2.29
20231208,7,84.19,70.87,11.19,10,111,2.62
20231208,8,87.74,51.04,8.4,10,68,0.93
20231208,9,97.27,83.97,8.02,10,110,2.73
20231208,10,64.58,91.41,11.8,10,69,0.51
20231209,1,76.84,90.3,11.41,10,111,2.3
20231209,2,73.51,77.53,11.31,10,91,0.89
20231209,3,98.7,94.04,11.17,10,60,0.21
20231209,4,88.45,77.75,9.85,10,45,2.87
20231209,5,60.04,85.39,9.98,10,111,0.51
20231209,6,76.87,63.93,10.31,10,100,1.31
20231209,7,69.1,55.13,8.65,10,93,2.84
20231209,8,80.32,75.28,9.47,10,43,1.15
20231209,9,79.72,88.08,8.86,10,76,0.8
20231209,10,66.39,81.61,8.6,10,60,2.42
20231210,1,70.19,86.38,8.59,10,96,1.06
20231210,2,78.26,64.0,10.99,10,90,1.98
20231210,3,74.99,54.9,8.85,10,47,1.95
20231210,4,82.14,77.86,10.3,10,31,0.54
20231210,5,83.11,99.69,11.82,10,105,2.21
20231210,6,63.31,91.1,11.95,10,38,1.41
20231210,7,87.13,53.72,11.79,10,78,1.54
20231210,8,84.77,61.0,9.15,10,58,0.71
20231210,9,65.62,52.59,9.74,10,96,0.72
20231210,10,88.62,80.59,11.83,10,97,0.86
20231211,1,98.83,86.37,10.6,10,85,0.42
20231211,2,70.24,62.46,9.0,10,41,0.6
20231211,3,61.51,98.84,10.63,10,76,1.1
20231211,4,95.32,72.18,10.48,10,95,2.03
20231211,5,86.01,72.58,10.6,10,50,2.34
20231211,6,78.08,70.8,10.36,10,79,2.07
20231211,7,99.92,76.01,11.25,10,37,1.81
20231211,8,74.42,60.5,8.26,10,57,1.47
20231211,9,93.75,92.33,11.88,10,93,1.35
20231211,10,83.53,61.94,9.77,10,82,0.73
20231212,1,79.99,89.96,9.05,10,85,1.18
20231212,2,86.19,85.3,9.1,10,100,1.62
20231212,3,72.95,81.52,9.75,10,70,1.85
20231212,4,78.2,84.12,11.21,10,102,0.14
20231212,5,64.88,92.39,10.83,10,49,0.94
20231212,6,60.46,83.45,10.0,10,91,0.3
20231212,7,80.07,56.25,9.3,10,36,2.3
20231212,8,78.48,61.87,9.55,10,78,2.59
20231212,9,90.93,90.93,8.63,10,100,2.05
20231212,10,90.19,50.36,11.52,10,67,0.88
20231213,1,71.02,96.73,11.34,10,63,0.27
20231213,2,92.94,61.75,8.6,10,93,1.52
20231213,3,90.07,80.01,10.45,10,73,0.12
20231213,4,64.77,83.0,11.49,10,112,0.63
20231213,5,65.27,60.22,11.74,10,118,1.37
20231213,6,61.45,79.38,9.14,10,114,2.64
20231213,7,97.07,95.2,9.58,10,119,0.67
20231213,8,80.03,98.13,11.01,10,60,0.03
20231213,9,82.9,65.22,10.84,10,118,0.26
20231213,10,97.13,57.6,8.74,10,37,0.8
20231214,1,95.0,80.84,8.95,10,33,2.18
20231214,2,91.59,60.97,11.96,10,59,0.39
20231214,3,92.02,94.72,9.8,10,114,0.21
20231214,4,77.44,83.89,11.56,10,33,1.31
20231214,5,74.4,84.16,9.97,10,43,1.95
20231214,6,84.23,67.4,10.2,10,100,1.99
20231214,7,63.55,65.7,10.15,10,69,2.8
20231214,8,95.96,60.5,8.88,10,30,1.17
20231214,9,93.38,56.28,10.9,10,90,1.64
20231214,10,60.38,57.36,10.57,10,34,0.5
20231215,1,86.3,63.9,11.31,10,58,1.96
20231215,2,93.54,72.08,9.64,10,68,1.63
20231215,3,94.08,63.17,8.78,10,38,1.05
20231215,4,99.25,95.04,11.34,10,83,1.56
20231215,5,74.8,55.6,10.93,10,33,1.91
20231215,6,69.73,56.1,12.0,10,59,1.02
20231215,7,98.06,88.65,8.84,10,57,1.72
20231215,8,75.59,67.68,10.95,10,38,1.23
20231215,9,90.9,97.84,9.97,10,101,0.45
20231215,10,80.84,58.12,11.25,10,52,2.32
20231216,1,83.61,51.02,9.53,10,95,2.4
20231216,2,66.5,65.14,10.19,10,112,0.9
20231216,3,71.7,99.32,10.21,10,58,1.28
20231216,4,60.02,65.95,11.19,10,112,2.69
20231216,5,63.04,95.49,8.59,10,83,1.71
20231216,6,60.34,99.33,8.99,10,104,0.87
20231216,7,61.02,60.23,11.65,10,61,0.69
20231216,8,84.49,96.2,8.09,10,86,1.43
20231216,9,72.77,54.07,9.3,10,108,2.0
20231216,10,98.5,59.9,10.24,10,88,2.9
20231217,1,88.53,92.02,9.09,10,111,0.59
20231217,2,77.16,53.03,10.76,10,41,0.42
20231217,3,67.25,84.25,10.02,10,90,1.37
20231217,4,63.21,54.03,10.67,10,69,0.81
20231217,5,97.25,51.85,11.05,10,62,1.66
20231217,6,60.35,62.26,11.22,10,100,0.19
20231217,7,69.31,55.87,10.85,10,39,2.85
20231217,8,83.22,75.88,9.27,10,72,0.43
20231217,9,84.82,52.32,10.79,10,93,0.4
20231217,10,75.03,98.66,11.93,10,56,1.95
20231218,1,70.93,71.76,8.66,10,90,0.12
20231218,2,96.82,57.98,10.26,10,86,2.1
20231218,3,82.89,52.88,9.92,10,82,1.81
20231218,4,72.76,72.42,10.16,10,66,0.4
20231218,5,71.62,67.69,8.95,10,111,0.89
20231218,6,65.12,53.86,11.26,10,115,0.58
20231218,7,90.35,68.84,10.9,10,45,0.59
20231218,8,99.29,65.4,11.96,10,109,2.43
20231218,9,94.66,94.0,11.17,10,47,2.71
20231218,10,78.41,67.73,10.98,10,115,2.22
20231219,1,99.29,67.48,9.67,10,100,2.33
20231219,2,67.7,91.44,10.36,10,30,0.91
20231219,3,85.48,59.06,11.35,10,81,0.95
20231219,4,84.79,70.46,8.9,10,81,2.05
20231219,5,84.97,53.42,9.76,10,45,0.79
20231219,6,62.4,76.22,11.81,10,52,2.59
20231219,7,76.5,92.72,10.58,10,91,0.46
20231219,8,71.08,66.92,9.43,10,49,0.0
20231219,9,64.08,63.94,8.2,10,83,0.17
20231219,10,71.44,83.33,9.77,10,91,2.46
20231220,1,70.97,60.46,10.82,10,38,1.58
20231220,2,63.1,66.46,10.33,10,37,2.67
20231220,3,71.69,85.25,11.85,10,101,1.07
20231220,4,98.29,97.84,10.67,10,31,1.64
20231220,5,60.56,85.6,11.29,10,72,0.8
20231220,6,65.06,59.74,10.45,10,104,1.88
20231220,7,90.44,60.86,11.84,10,35,2.69
20231220,8,93.53,70.03,9.35,10,51,0.48
20231220,9,89.26,76.26,11.55,10,78,1.6
20231220,10,64.53,92.86,8.4,10,54,2.72
20231221,1,76.29,55.75,10.98,10,67,0.86
20231221,2,85.89,79.45,9.28,10,81,1.51
20231221,3,79.51,95.3,11.55,10,110,1.51
20231221,4,85.43,97.27,11.94,10,85,2.99
20231221,5,62.52,53.04,11.21,10,81,0.25
20231221,6,61.71,67.3,11.09,10,94,2.87
20231221,7,99.78,74.97,11.04,10,74,0.19
20231221,8,98.13,80.84,10.83,10,116,0.37
20231221,9,74.29,84.83,9.6,10,66,1.79
20231221,10,76.48,62.64,9.37,10,36,0.11
20231222,1,75.68,53.83,10.86,10,92,0.99
20231222,2,95.76,99.14,10.82,10,78,2.37
20231222,3,75.67,92.49,11.93,10,107,2.81
20231222,4,62.32,98.28,9.36,10,73,1.88
20231222,5,80.11,76.91,9.98,10,88,2.55
20231222,6,75.59,97.78,9.57,10,53,1.5
20231222,7,62.01,59.4,9.12,10,73,0.32
20231222,8,89.23,82.45,10.34,10,91,1.26
20231222,9,74.22,71.42,10.45,10,56,1.03
20231222,10,64.62,57.06,10.97,10,39,2.4
20231223,1,88.6,60.02,11.51,10,43,1.46
20231223,2,85.46,89.52,8.32,10,90,1.42
20231223,3,95.37,59.21,10.32,10,68,2.31
20231223,4,61.21,95.43,8.81,10,43,2.33
20231223,5,76.76,69.99,11.5,10,66,0.64
20231223,6,71.8,57.27,9.39,10,43,1.76
20231223,7,98.96,67.92,8.63,10,53,1.23
20231223,8,68.68,92.03,11.29,10,56,0.28
20231223,9,88.24,88.51,11.97,10,116,1.65
20231223,10,92.12,53.98,8.66,10,115,1.06
20231224,1,73.58,98.33,9.77,10,53,1.13
20231224,2,71.73,85.06,8.45,10,52,0.14
20231224,3,99.7,68.08,9.9,10,50,0.79
20231224,4,82.09,68.68,8.58,10,94,0.74
20231224,5,86.65,98.2,9.02,10,32,0.83
20231224,6,71.97,71.33,9.0,10,83,2.84
20231224,7,74.58,79.76,8.55,10,91,1.61
20231224,8,64.83,93.08,11.31,10,41,0.16
20231224,9,83.98,97.34,9.29,10,43,1.68
20231224,10,90.68,58.66,8.08,10,39,2.95
20231225,1,94.55,58.55,10.08,10,110,2.76
20231225,2,76.66,79.22,10.5,10,93,2.07
20231225,3,60.61,76.54,10.35,10,101,1.74
20231225,4,88.81,90.57,11.42,10,108,2.01
20231225,5,86.57,85.99,10.46,10,60,0.45
20231225,6,82.73,56.39,9.6,10,54,2.07
20231225,7,67.75,67.89,8.96,10,73,2.82
20231225,8,76.88,77.96,11.19,10,42,2.38
20231225,9,74.87,61.37,9.64,10,57,1.51
20231225,10,89.39,98.2,8.15,10,45,2.45
20231226,1,77.23,69.99,11.8,10,97,1.31
20231226,2,74.96,98.56,8.75,10,94,1.93
20231226,3,65.47,58.43,9.84,10,55,0.63
20231226,4,85.65,86.38,11.16,10,73,2.54
20231226,5,92.94,84.42,11.82,10,106,1.34
20231226,6,89.1,93.08,11.75,10,111,2.23
20231226,7,85.08,96.54,9.67,10,50,0.22
20231226,8,89.37,98.47,11.38,10,104,2.14
20231226,9,78.67,62.46,9.3,10,39,1.14
20231226,10,69.71,52.26,8.38,10,42,1.83
20231227,1,65.45,53.79,8.1,10,101,0.73
20231227,2,70.81,95.08,8.38,10,115,0.74
20231227,3,84.99,76.79,9.33,10,86,0.96
20231227,4,68.45,53.73,8.62,10,75,1.06
20231227,5,60.89,65.42,8.85,10,107,0.63
20231227,6,87.76,57.91,11.14,10,80,0.45
20231227,7,61.66,52.28,10.16,10,79,2.88
20231227,8,75.54,63.89,11.35,10,67,2.5
20231227,9,85.21,81.81,9.87,10,94,2.72
20231227,10,79.94,77.9,10.47,10,85,2.28
20231228,1,80.62,79.96,10.34,10,90,2.6
20231228,2,80.09,62.88,11.09,10,112,0.17
20231228,3,92.83,79.02,10.14,10,109,0.91
20231228,4,64.71,51.75,10.94,10,40,0.08
20231228,5,71.23,50.6,8.76,10,102,2.95
20231228,6,67.55,83.43,9.6,10,42,1.26
20231228,7,75.07,75.0,9.05,10,40,1.27
20231228,8,63.95,63.92,10.45,10,33,2.3
20231228,9,98.86,69.15,9.15,10,72,0.71
20231228,10,69.2,89.71,8.06,10,37,0.54
20231229,1,91.88,98.64,10.65,10,35,1.88
20231229,2,77.65,59.01,9.7,10,33,1.98
20231229,3,96.7,64.82,9.62,10,76,2.75
20231229,4,69.97,54.93,11.1,10,80,0.91
20231229,5,71.1,88.5,10.47,10,102,1.43
20231229,6,97.58,75.63,10.07,10,100,2.34
20231229,7,67.44,71.13,10.52,10,68,2.64
20231229,8,60.11,64.47,9.29,10,32,2.26
20231229,9,84.81,80.57,11.57,10,109,1.88
20231229,10,77.26,73.28,11.66,10,97,1.5
20231230,1,67.87,53.36,11.36,10,100,1.5
20231230,2,66.75,86.56,11.12,10,86,0.33
20231230,3,76.13,64.21,9.23,10,52,1.35
20231230,4,75.76,57.43,8.03,10,115,1.53
20231230,5,80.22,53.88,8.74,10,55,0.22
20231230,6,80.74,97.06,10.62,10,42,0.69
20231230,7,70.11,57.3,11.57,10,86,0.17
20231230,8,90.47,60.95,11.97,10,107,1.49
20231230,9,83.44,89.55,9.6,10,96,2.23
20231230,10,92.21,85.22,10.61,10,116,1.26
20231231,1,61.85,60.51,10.46,10,67,1.46
20231231,2,74.47,86.42,10.49,10,100,2.75
20231231,3,67.12,62.07,9.84,10,67,2.97
20231231,4,74.07,83.54,8.4,10,82,0.34
20231231,5,97.27,54.26,11.06,10,52,2.99
20231231,6,62.96,74.19,11.79,10,104,1.03
20231231,7,89.59,62.71,9.94,10,106,0.95
20231231,8,99.43,73.64,8.75,10,104,1.66
20231231,9,65.35,57.89,8.19,10,74,2.52
20231231,10,98.72,94.96,10.2,10,53,0.13
20240101,1,86.46,51.3,10.0,10,62,2.48
20240101,2,80.28,54.87,9.2,10,103,2.29
20240101,3,89.72,64.66,11.47,10,103,1.58
20240101,4,67.81,92.19,11.98,10,89,0.04
20240101,5,66.7,92.34,9.07,10,39,0.68
20240101,6,70.87,87.24,11.82,10,88,2.61
20240101,7,76.37,85.71,9.13,10,36,1.72
20240101,8,92.66,50.97,8.14,10,64,2.37
20240101,9,76.49,76.85,9.39,10,85,1.86
20240101,10,61.32,62.64,8.57,10,112,1.94
20240102,1,88.98,90.19,10.77,10,114,1.21
20240102,2,60.03,52.53,9.04,10,107,2.06
20240102,3,85.51,86.49,9.52,10,34,2.49
20240102,4,67.22,69.01,9.26,10,79,1.25
20240102,5,66.72,93.66,10.37,10,47,2.59
20240102,6,82.89,79.43,11.29,10,58,1.1
20240102,7,63.39,64.98,8.21,10,39,0.29
20240102,8,83.24,84.73,11.27,10,78,1.2
20240102,9,60.45,67.15,11.72,10,69,0.01
20240102,10,69.61,65.44,9.27,10,58,0.13
20240103,1,88.37,95.0,11.54,10,60,1.4
20240103,2,96.96,68.9,11.27,10,59,2.73
20240103,3,72.01,63.5,11.22,10,53,2.65
20240103,4,98.14,76.43,8.28,10,118,0.85
20240103,5,73.87,55.9,9.01,10,44,2.99
20240103,6,89.5,75.86,8.45,10,49,2.81
20240103,7,77.87,79.65,11.33,10,55,0.9
20240103,8,69.95,83.41,8.69,10,68,2.29
20240103,9,83.44,69.75,9.74,10,107,2.14
20240103,10,71.55,65.09,11.45,10,106,1.3
20240104,1,77.48,62.47,11.16,10,116,1.88
20240104,2,70.1,97.77,10.86,10,57,2.92
20240104,3,95.31,83.56,9.02,10,61,0.33
20240104,4,63.62,70.52,11.91,10,104,0.64
20240104,5,96.89,75.12,9.14,10,94,3.0
20240104,6,60.45,83.9,10.52,10,53,0.33
20240104,7,78.05,95.62,9.41,10,60,0.21
20240104,8,87.87,87.02,9.98,10,51,2.96
20240104,9,97.32,52.79,9.06,10,36,0.89
20240104,10,82.38,61.22,8.8,10,103,1.44
20240105,1,91.08,97.22,8.14,10,58,0.8
20240105,2,78.02,68.23,9.3,10,100,2.72
20240105,3,96.35,67.91,8.86,10,43,2.15
20240105,4,92.96,97.98,8.26,10,115,0.52
20240105,5,89.23,56.61,8.85,10,40,1.87
20240105,6,67.02,81.46,11.31,10,88,1.88
20240105,7,79.35,92.86,8.3,10,113,1.91
20240105,8,88.05,55.15,9.12,10,91,1.36
20240105,9,86.28,65.03,9.72,10,90,2.07
20240105,10,73.5,99.48,9.5,10,79,2.09
20240106,1,95.31,53.71,9.8,10,108,2.1
20240106,2,87.98,81.6,10.9,10,36,2.57
20240106,3,90.77,65.88,11.48,10,119,1.82
20240106,4,76.38,71.57,11.74,10,48,0.81
20240106,5,81.48,66.42,11.19,10,113,2.94
20240106,6,67.37,99.12,9.71,10,88,1.83
20240106,7,87.71,91.79,8.53,10,111,0.68
20240106,8,77.58,67.5,9.67,10,89,1.28
20240106,9,97.91,55.84,8.58,10,74,1.42
20240106,10,65.81,61.64,9.32,10,73,0.5
20240107,1,95.67,71.18,11.29,10,69,1.0
20240107,2,63.46,75.95,8.38,10,99,2.04
20240107,3,80.88,76.5,9.92,10,90,1.24
20240107,4,83.14,82.66,9.1,10,74,1.4
20240107,5,93.04,55.27,11.17,10,33,0.88
20240107,6,85.96,56.48,10.96,10,42,2.45
20240107,7,81.03,61.39,8.84,10,48,1.51
20240107,8,92.27,92.62,10.47,10,48,1.15
20240107,9,78.55,99.06,10.35,10,74,1.57
20240107,10,90.0,89.46,9.96,10,103,0.27
20240108,1,83.45,89.82,10.48,10,45,1.23
20240108,2,63.17,64.25,11.56,10,86,0.11
20240108,3,97.51,77.15,9.37,10,85,0.21
20240108,4,72.34,76.41,10.1,10,64,1.94
20240108,5,98.91,54.92,10.92,10,91,2.5
20240108,6,93.14,95.27,11.66,10,83,2.89
20240108,7,95.13,60.76,10.65,10,36,1.17
20240108,8,68.72,65.06,11.85,10,75,1.63
20240108,9,61.92,60.9,9.94,10,97,1.17
20240108,10,75.85,82.4,8.1,10,57,1.73
20240109,1,63.81,68.47,11.99,10,40,2.76
20240109,2,72.9,64.1,10.38,10,52,1.31
20240109,3,74.67,99.17,10.56,10,65,1.58
20240109,4,72.95,81.01,10.77,10,109,1.04
20240109,5,75.49,54.93,9.85,10,52,0.24
20240109,6,72.68,75.55,11.57,10,90,0.81
20240109,7,84.23,55.82,9.59,10,53,2.81
20240109,8,99.55,54.93,9.14,10,95,1.1
20240109,9,92.92,55.85,11.29,10,91,1.47
20240109,10,86.74,99.16,9.81,10,53,0.69
20240110,1,76.41,70.39,11.56,10,58,2.86
20240110,2,72.2,67.75,11.87,10,87,2.96
20240110,3,74.19,80.75,9.21,10,49,2.83
20240110,4,83.47,81.61,10.78,10,47,0.25
20240110,5,71.68,90.48,10.01,10,73,0.25
20240110,6,84.94,55.12,11.35,10,100,0.76
20240110,7,61.6,76.05,10.81,10,65,0.4
20240110,8,80.74,72.17,11.35,10,64,2.72
20240110,9,69.62,83.31,11.29,10,66,1.54
20240110,10,61.31,85.94,9.14,10,108,0.33
20240111,1,80.95,86.05,10.71,10,57,1.63
20240111,2,88.99,78.79,10.74,10,79,2.15
20240111,3,83.65,96.16,8.74,10,32,2.22
20240111,4,81.91,86.98,9.03,10,57,0.43
20240111,5,86.7,77.83,8.59,10,85,0.75
20240111,6,82.84,89.3,8.79,10,33,1.92
20240111,7,81.52,82.98,11.31,10,103,1.11
20240111,8,69.88,82.97,10.79,10,61,2.96
20240111,9,82.04,54.38,9.74,10,56,1.76
20240111,10,73.66,72.3,10.87,10,85,0.2
20240112,1,87.94,91.42,11.46,10,81,1.9
20240112,2,93.93,80.06,11.11,10,76,1.94
20240112,3,99.53,52.64,8.1,10,88,2.68
20240112,4,79.56,73.85,8.9,10,102,0.7
20240112,5,83.67,99.94,11.46,10,114,2.23
20240112,6,87.95,60.28,10.62,10,94,1.7
20240112,7,64.0,84.66,8.59,10,60,0.32
20240112,8,76.45,96.25,11.47,10,73,1.05
20240112,9,89.66,54.01,8.3,10,111,1.01
20240112,10,71.35,69.27,11.95,10,38,1.82
20240113,1,64.88,89.29,9.3,10,96,2.86
20240113,2,63.49,64.47,10.24,10,36,0.78
20240113,3,90.37,88.68,11.95,10,94,2.4
20240113,4,78.37,98.28,8.4,10,99,0.34
20240113,5,72.68,80.64,8.17,10,95,2.54
20240113,6,87.42,65.63,9.97,10,64,1.56
20240113,7,63.8,51.08,10.12,10,100,2.41
20240113,8,74.54,50.86,9.67,10,113,1.95
20240113,9,76.82,94.46,10.81,10,99,1.12
20240113,10,74.28,61.08,10.17,10,116,1.75
20240114,1,65.8,94.95,8.83,10,82,0.27
20240114,2,60.36,71.91,8.85,10,55,1.22
20240114,3,95.97,65.67,9.99,10,91,2.62
20240114,4,77.26,61.62,9.77,10,112,0.5
20240114,5,77.83,99.03,8.54,10,34,1.67
20240114,6,95.95,67.9,8.36,10,49,0.15
20240114,7,83.17,89.45,10.14,10,65,1.34
20240114,8,80.15,89.9,11.5,10,94,2.7
20240114,9,88.62,95.99,10.11,10,62,0.02
20240114,10,66.66,94.37,11.85,10,68,2.62
20240115,1,84.02,54.29,8.63,10,84,2.29
20240115,2,63.67,89.46,11.35,10,73,0.32
20240115,3,99.17,96.63,9.48,10,80,0.47
20240115,4,71.01,65.05,11.51,10,106,2.2
20240115,5,76.9,85.11,11.32,10,106,0.92
20240115,6,71.19,59.75,11.84,10,42,0.82
20240115,7,66.22,64.46,8.11,10,31,0.79
20240115,8,80.96,53.56,11.09,10,115,2.76
20240115,9,72.6,99.72,9.03,10,31,1.69
20240115,10,82.81,64.84,9.43,10,67,0.75
20240116,1,68.23,70.34,10.91,10,99,0.79
20240116,2,87.81,52.98,10.21,10,38,1.81
20240116,3,65.61,93.02,9.95,10,31,2.15
20240116,4,74.55,71.28,10.76,10,82,1.0
20240116,5,95.37,67.54,9.32,10,34,0.7
20240116,6,61.42,50.01,9.0,10,66,0.91
20240116,7,91.31,84.31,10.43,10,117,1.35
20240116,8,96.6,81.12,11.47,10,105,2.26
20240116,9,83.14,77.2,11.14,10,83,2.4
20240116,10,86.16,62.09,11.5,10,54,2.98
20240117,1,89.96,61.53,11.14,10,55,1.44
20240117,2,79.68,70.8,8.15,10,64,2.23
20240117,3,63.11,60.66,9.85,10,81,1.39
20240117,4,78.91,96.12,8.51,10,77,1.67
20240117,5,82.08,76.95,8.93,10,109,0.89
20240117,6,83.1,50.25,11.47,10,69,2.55
20240117,7,85.86,80.36,8.28,10,79,2.44
20240117,8,63.64,90.18,8.31,10,33,2.77
20240117,9,60.67,59.71,9.15,10,115,2.79
20240117,10,78.83,64.44,11.62,10,44,1.67
20240118,1,60.57,58.45,10.27,10,69,1.13
20240118,2,97.07,71.29,9.13,10,91,2.65
20240118,3,77.43,80.67,8.62,10,81,2.22
20240118,4,89.94,54.75,10.66,10,93,0.33
20240118,5,74.27,78.49,9.72,10,98,1.61
20240118,6,86.24,82.15,11.36,10,108,1.0
20240118,7,74.87,77.73,8.81,10,77,2.1
20240118,8,92.12,56.98,9.42,10,91,2.77
20240118,9,78.12,65.14,10.29,10,30,0.83
20240118,10,83.46,58.73,8.87,10,56,1.58
20240119,1,66.86,53.62,8.0,10,80,2.26
20240119,2,76.26,55.76,9.84,10,46,1.2
20240119,3,60.94,60.58,10.44,10,57,1.26
20240119,4,69.94,96.59,9.4,10,87,0.25
20240119,5,91.46,59.93,11.18,10,42,0.03
20240119,6,78.31,79.05,8.96,10,58,0.12
20240119,7,91.72,99.93,8.2,10,54,3.0
20240119,8,64.42,52.56,10.22,10,52,1.95
20240119,9,71.12,59.94,11.12,10,96,0.53
20240119,10,76.72,70.99,10.05,10,98,0.78
20240120,1,94.8,50.53,11.62,10,42,2.21
20240120,2,60.14,72.7,10.02,10,118,2.95
20240120,3,86.68,96.64,9.8,10,72,1.3
20240120,4,85.58,53.67,11.58,10,87,2.66
20240120,5,73.49,84.68,9.91,10,88,0.49
20240120,6,94.81,68.62,8.12,10,106,0.64
20240120,7,86.09,78.8,10.52,10,38,1.8
20240120,8,82.23,93.41,11.57,10,105,2.76
20240120,9,76.34,62.27,10.38,10,42,1.79
20240120,10,99.82,62.62,9.44,10,67,1.13
20240121,1,61.26,62.3,8.2,10,106,1.64
20240121,2,79.65,53.45,9.33,10,36,2.44
20240121,3,96.74,59.28,9.01,10,59,2.18
20240121,4,66.5,53.18,9.96,10,98,0.04
20240121,5,86.29,70.55,11.91,10,46,1.38
20240121,6,63.02,52.96,10.26,10,89,2.35
20240121,7,64.33,69.09,11.01,10,90,1.59
