DateID,MachineID,FailureOccurrence,DowntimeMinutes,MaintenanceType,MaintenanceCost,MTBF_Days,MTTR_Minutes
20240302,2,0,0,Preventive,0.0,19.06,156.65
20240303,2,0,0,Reactive,0.0,19.06,156.65
20240304,2,0,0,Preventive,0.0,19.06,156.65
20240305,2,0,0,Reactive,0.0,19.06,156.65
20240306,2,0,0,Preventive,0.0,19.06,156.65
20240307,2,0,0,Reactive,0.0,19.06,156.65
20240308,2,0,0,Reactive,0.0,19.06,156.65
20240309,2,0,0,Preventive,0.0,19.06,156.65
20240310,2,0,0,Preventive,0.0,19.06,156.65
20240311,2,0,0,Preventive,0.0,19.06,156.65
20240312,2,0,0,Reactive,0.0,19.06,156.65
20240313,2,0,0,Preventive,0.0,19.06,156.65
20240314,2,0,0,Reactive,0.0,19.06,156.65
20240315,2,0,0,Preventive,0.0,19.06,156.65
20240316,2,0,0,Preventive,0.0,19.06,156.65
20240317,2,0,0,Preventive,0.0,19.06,156.65
20240318,2,1,213,Preventive,465.03,19.06,156.65
20240319,2,0,0,Preventive,0.0,19.06,156.65
20240320,2,0,0,Preventive,0.0,19.06,156.65
20240321,2,0,0,Preventive,0.0,19.06,156.65
20240322,2,0,0,Preventive,0.0,19.06,156.65
20240323,2,0,0,Reactive,0.0,19.06,156.65
20240324,2,0,0,Preventive,0.0,19.06,156.65
20240325,2,0,0,Reactive,0.0,19.06,156.65
20240326,2,0,0,Preventive,0.0,19.06,156.65
20240327,2,0,0,Preventive,0.0,19.06,156.65
20240328,2,0,0,Preventive,0.0,19.06,156.65
20240329,2,0,0,Preventive,0.0,19.06,156.65
20240330,2,0,0,Preventive,0.0,19.06,156.65
20240331,2,0,0,Reactive,0.0,19.06,156.65
20240401,2,0,0,Preventive,0.0,19.06,156.65
20240402,2,0,0,Preventive,0.0,19.06,156.65
20240403,2,0,0,Preventive,0.0,19.06,156.65
20240404,2,0,0,Preventive,0.0,19.06,156.65
20240405,2,0,0,Preventive,0.0,19.06,156.65
20240406,2,0,0,Reactive,0.0,19.06,156.65
20240407,2,0,0,Preventive,0.0,19.06,156.65
20240408,2,0,0,Preventive,0.0,19.06,156.65
20240409,2,0,0,Reactive,0.0,19.06,156.65
20240410,2,0,0,Reactive,0.0,19.06,156.65
20240411,2,0,0,Reactive,0.0,19.06,156.65
20240412,2,0,0,Preventive,0.0,19.06,156.65
20240413,2,0,0,Reactive,0.0,19.06,156.65
20240414,2,0,0,Preventive,0.0,19.06,156.65
20240415,2,0,0,Preventive,0.0,19.06,156.65
20240416,2,0,0,Preventive,0.0,19.06,156.65
20240417,2,0,0,Reactive,0.0,19.06,156.65
20240418,2,0,0,Preventive,0.0,19.06,156.65
20240419,2,0,0,Reactive,0.0,19.06,156.65
20240420,2,0,0,Reactive,0.0,19.06,156.65
20240421,2,0,0,Preventive,0.0,19.06,156.65
20240422,2,0,0,Preventive,0.0,19.06,156.65
20240423,2,0,0,Reactive,0.0,19.06,156.65
20240424,2,0,0,Preventive,0.0,19.06,156.65
20240425,2,0,0,Preventive,0.0,19.06,156.65
20240426,2,0,0,Reactive,0.0,19.06,156.65
20240427,2,0,0,Preventive,0.0,19.06,156.65
20240428,2,0,0,Preventive,0.0,19.06,156.65
20240429,2,0,0,Reactive,0.0,19.06,156.65
20240430,2,0,0,Preventive,0.0,19.06,156.65
20240501,2,0,0,Reactive,0.0,19.06,156.65
20240502,2,0,0,Preventive,0.0,19.06,156.65
20240503,2,0,0,Preventive,0.0,19.06,156.65
20240504,2,0,0,Reactive,0.0,19.06,156.65
20240505,2,1,62,Preventive,81.12,19.06,156.65
20240506,2,0,0,Reactive,0.0,19.06,156.65
20240507,2,0,0,Reactive,0.0,19.06,156.65
20240508,2,0,0,Preventive,0.0,19.06,156.65
20240509,2,1,88,Preventive,236.33,19.06,156.65
20240510,2,0,0,Preventive,0.0,19.06,156.65
20240511,2,0,0,Reactive,0.0,19.06,156.65
20240512,2,0,0,Preventive,0.0,19.06,156.65
20240513,2,0,0,Reactive,0.0,19.06,156.65
20240514,2,0,0,Preventive,0.0,19.06,156.65
20240515,2,0,0,Preventive,0.0,19.06,156.65
20240516,2,0,0,Preventive,0.0,19.06,156.65
20240517,2,0,0,Preventive,0.0,19.06,156.65
20240518,2,0,0,Preventive,0.0,19.06,156.65
20240519,2,0,0,Preventive,0.0,19.06,156.65
20240520,2,0,0,Preventive,0.0,19.06,156.65
20240521,2,0,0,Preventive,0.0,19.06,156.65
20240522,2,0,0,Preventive,0.0,19.06,156.65
20240523,2,0,0,Reactive,0.0,19.06,156.65
20240524,2,0,0,Reactive,0.0,19.06,156.65
20240525,2,0,0,Reactive,0.0,19.06,156.65
20240526,2,1,276,Preventive,425.32,19.06,156.65
20240527,2,1,176,Preventive,457.68,19.06,156.65
20240528,2,0,0,Preventive,0.0,19.06,156.65
20240529,2,0,0,Preventive,0.0,19.06,156.65
20240530,2,0,0,Reactive,0.0,19.06,156.65
20240531,2,0,0,Preventive,0.0,19.06,156.65
20240601,2,0,0,Preventive,0.0,19.06,156.65
20240602,2,0,0,Preventive,0.0,19.06,156.65
20240603,2,0,0,Reactive,0.0,19.06,156.65
20240604,2,0,0,Preventive,0.0,19.06,156.65
20240605,2,0,0,Reactive,0.0,19.06,156.65
20240606,2,0,0,Preventive,0.0,19.06,156.65
20240607,2,0,0,Preventive,0.0,19.06,156.65
20240608,2,0,0,Reactive,0.0,19.06,156.65
20240609,2,1,259,Preventive,452.52,19.06,156.65
20240610,2,0,0,Reactive,0.0,19.06,156.65
20240611,2,0,0,Preventive,0.0,19.06,156.65
20240612,2,1,200,Reactive,575.4,19.06,156.65
20240613,2,0,0,Preventive,0.0,19.06,156.65
20240614,2,0,0,Preventive,0.0,19.06,156.65
20240615,2,0,0,Preventive,0.0,19.06,156.65
20240616,2,0,0,Preventive,0.0,19.06,156.65
20240617,2,0,0,Preventive,0.0,19.06,156.65
20240618,2,0,0,Preventive,0.0,19.06,156.65
20240619,2,1,294,Preventive,330.52,19.06,156.65
20240620,2,0,0,Preventive,0.0,19.06,156.65
20240621,2,0,0,Preventive,0.0,19.06,156.65
20240622,2,0,0,Preventive,0.0,19.06,156.65
20240623,2,0,0,Preventive,0.0,19.06,156.65
20240624,2,0,0,Preventive,0.0,19.06,156.65
20240625,2,0,0,Preventive,0.0,19.06,156.65
20240626,2,0,0,Preventive,0.0,19.06,156.65
20240627,2,0,0,Preventive,0.0,19.06,156.65
20240628,2,0,0,Preventive,0.0,19.06,156.65
20240629,2,0,0,Preventive,0.0,19.06,156.65
20240630,2,0,0,Reactive,0.0,19.06,156.65
20240701,2,0,0,Preventive,0.0,19.06,156.65
20240702,2,0,0,Preventive,0.0,19.06,156.65
20240703,2,0,0,Preventive,0.0,19.06,156.65
20240704,2,0,0,Preventive,0.0,19.06,156.65
20240705,2,0,0,Reactive,0.0,19.06,156.65
20240706,2,0,0,Preventive,0.0,19.06,156.65
20240707,2,0,0,Preventive,0.0,19.06,156.65
20240708,2,0,0,Reactive,0.0,19.06,156.65
20240709,2,0,0,Preventive,0.0,19.06,156.65
20240710,2,0,0,Preventive,0.0,19.06,156.65
20240711,2,0,0,Reactive,0.0,19.06,156.65
20240712,2,0,0,Preventive,0.0,19.06,156.65
20240713,2,0,0,Preventive,0.0,19.06,156.65
20240714,2,0,0,Reactive,0.0,19.06,156.65
20240715,2,0,0,Reactive,0.0,19.06,156.65
20240716,2,0,0,Preventive,0.0,19.06,156.65
20240717,2,0,0,Preventive,0.0,19.06,156.65
20240718,2,0,0,Preventive,0.0,19.06,156.65
20240719,2,0,0,Preventive,0.0,19.06,156.65
20240720,2,0,0,Preventive,0.0,19.06,156.65
20240721,2,0,0,Preventive,0.0,19.06,156.65
20240722,2,0,0,Reactive,0.0,19.06,156.65
20240723,2,0,0,Preventive,0.0,19.06,156.65
20240724,2,0,0,Reactive,0.0,19.06,156.65
20240725,2,0,0,Preventive,0.0,19.06,156.65
20240726,2,1,162,Reactive,232.33,19.06,156.65
20240727,2,0,0,Preventive,0.0,19.06,156.65
20240728,2,0,0,Reactive,0.0,19.06,156.65
20240729,2,0,0,Reactive,0.0,19.06,156.65
20240730,2,0,0,Reactive,0.0,19.06,156.65
20240731,2,0,0,Preventive,0.0,19.06,156.65
20240801,2,0,0,Preventive,0.0,19.06,156.65
20240802,2,0,0,Preventive,0.0,19.06,156.65
20240803,2,0,0,Preventive,0.0,19.06,156.65
20240804,2,0,0,Reactive,0.0,19.06,156.65
20240805,2,0,0,Preventive,0.0,19.06,156.65
20240806,2,0,0,Preventive,0.0,19.06,156.65
20240807,2,0,0,Preventive,0.0,19.06,156.65
20240808,2,0,0,Preventive,0.0,19.06,156.65
20240809,2,0,0,Reactive,0.0,19.06,156.65
20240810,2,0,0,Reactive,0.0,19.06,156.65
20240811,2,0,0,Reactive,0.0,19.06,156.65
20240812,2,0,0,Reactive,0.0,19.06,156.65
20240813,2,0,0,Preventive,0.0,19.06,156.65
20240814,2,0,0,Preventive,0.0,19.06,156.65
20240815,2,0,0,Preventive,0.0,19.06,156.65
20240816,2,0,0,Preventive,0.0,19.06,156.65
20240817,2,0,0,Reactive,0.0,19.06,156.65
20240818,2,0,0,Preventive,0.0,19.06,156.65
20240819,2,0,0,Reactive,0.0,19.06,156.65
20240820,2,0,0,Preventive,0.0,19.06,156.65
20240821,2,0,0,Preventive,0.0,19.06,156.65
20240822,2,0,0,Preventive,0.0,19.06,156.65
20240823,2,0,0,Reactive,0.0,19.06,156.65
20240824,2,0,0,Preventive,0.0,19.06,156.65
20240825,2,0,0,Preventive,0.0,19.06,156.65
20240826,2,0,0,Preventive,0.0,19.06,156.65
20240827,2,0,0,Preventive,0.0,19.06,156.65
20240828,2,0,0,Preventive,0.0,19.06,156.65
20240829,2,0,0,Preventive,0.0,19.06,156.65
20240830,2,0,0,Preventive,0.0,19.06,156.65
20240831,2,0,0,Preventive,0.0,19.06,156.65
20240901,2,0,0,Preventive,0.0,19.06,156.65
20240902,2,0,0,Preventive,0.0,19.06,156.65
20240903,2,0,0,Reactive,0.0,19.06,156.65
20240904,2,0,0,Reactive,0.0,19.06,156.65
20240905,2,0,0,Preventive,0.0,19.06,156.65
20240906,2,0,0,Reactive,0.0,19.06,156.65
20240907,2,0,0,Reactive,0.0,19.06,156.65
20240908,2,0,0,Preventive,0.0,19.06,156.65
20240909,2,0,0,Preventive,0.0,19.06,156.65
20240910,2,0,0,Preventive,0.0,19.06,156.65
20240911,2,0,0,Preventive,0.0,19.06,156.65
20240912,2,0,0,Preventive,0.0,19.06,156.65
20240913,2,0,0,Reactive,0.0,19.06,156.65
20240914,2,0,0,Preventive,0.0,19.06,156.65
20240915,2,0,0,Preventive,0.0,19.06,156.65
20240916,2,0,0,Preventive,0.0,19.06,156.65
20240917,2,0,0,Preventive,0.0,19.06,156.65
20240918,2,0,0,Preventive,0.0,19.06,156.65
20240919,2,1,18,Preventive,47.44,19.06,156.65
20240920,2,0,0,Preventive,0.0,19.06,156.65
20240921,2,0,0,Reactive,0.0,19.06,156.65
20240922,2,0,0,Preventive,0.0,19.06,156.65
20240923,2,0,0,Preventive,0.0,19.06,156.65
20240924,2,0,0,Preventive,0.0,19.06,156.65
20240925,2,0,0,Preventive,0.0,19.06,156.65
20240926,2,0,0,Preventive,0.0,19.06,156.65
20240927,2,0,0,Preventive,0.0,19.06,156.65
20240928,2,0,0,Preventive,0.0,19.06,156.65
20240929,2,0,0,Reactive,0.0,19.06,156.65
20240930,2,0,0,Reactive,0.0,19.06,156.65
20241001,2,0,0,Preventive,0.0,19.06,156.65
20241002,2,0,0,Preventive,0.0,19.06,156.65
20241003,2,0,0,Preventive,0.0,19.06,156.65
20241004,2,0,0,Reactive,0.0,19.06,156.65
20241005,2,0,0,Reactive,0.0,19.06,156.65
20241006,2,0,0,Preventive,0.0,19.06,156.65
20231007,3,0,0,Preventive,0.0,19.31,157.94
20231008,3,0,0,Reactive,0.0,19.31,157.94
20231009,3,0,0,Preventive,0.0,19.31,157.94
20231010,3,0,0,Preventive,0.0,19.31,157.94
20231011,3,0,0,Preventive,0.0,19.31,157.94
20231012,3,0,0,Preventive,0.0,19.31,157.94
20231013,3,0,0,Reactive,0.0,19.31,157.94
20231014,3,0,0,Preventive,0.0,19.31,157.94
20231015,3,0,0,Preventive,0.0,19.31,157.94
20231016,3,0,0,Reactive,0.0,19.31,157.94
20231017,3,0,0,Preventive,0.0,19.31,157.94
20231018,3,0,0,Reactive,0.0,19.31,157.94
20231019,3,0,0,Preventive,0.0,19.31,157.94
20231020,3,0,0,Preventive,0.0,19.31,157.94
20231021,3,0,0,Preventive,0.0,19.31,157.94
20231022,3,0,0,Preventive,0.0,19.31,157.94
20231023,3,0,0,Reactive,0.0,19.31,157.94
20231024,3,0,0,Preventive,0.0,19.31,157.94
20231025,3,0,0,Preventive,0.0,19.31,157.94
20231026,3,0,0,Reactive,0.0,19.31,157.94
20231027,3,0,0,Preventive,0.0,19.31,157.94
20231028,3,0,0,Reactive,0.0,19.31,157.94
20231029,3,0,0,Reactive,0.0,19.31,157.94
20231030,3,0,0,Reactive,0.0,19.31,157.94
20231031,3,0,0,Preventive,0.0,19.31,157.94
20231101,3,0,0,Preventive,0.0,19.31,157.94
20231102,3,0,0,Preventive,0.0,19.31,157.94
20231103,3,0,0,Reactive,0.0,19.31,157.94
20231104,3,0,0,Preventive,0.0,19.31,157.94
20231105,3,0,0,Preventive,0.0,19.31,157.94
20231106,3,0,0,Preventive,0.0,19.31,157.94
20231107,3,0,0,Reactive,0.0,19.31,157.94
20231108,3,1,138,Preventive,286.47,19.31,157.94
20231109,3,0,0,Preventive,0.0,19.31,157.94
20231110,3,0,0,Preventive,0.0,19.31,157.94
20231111,3,1,259,Preventive,398.41,19.31,157.94
20231112,3,0,0,Preventive,0.0,19.31,157.94
20231113,3,0,0,Preventive,0.0,19.31,157.94
20231114,3,0,0,Preventive,0.0,19.31,157.94
20231115,3,0,0,Preventive,0.0,19.31,157.94
20231116,3,0,0,Preventive,0.0,19.31,157.94
20231117,3,0,0,Reactive,0.0,19.31,157.94
20231118,3,0,0,Preventive,0.0,19.31,157.94
20231119,3,0,0,Preventive,0.0,19.31,157.94
20231120,3,0,0,Preventive,0.0,19.31,157.94
20231121,3,0,0,Preventive,0.0,19.31,157.94
20231122,3,0,0,Preventive,0.0,19.31,157.94
20231123,3,0,0,Preventive,0.0,19.31,157.94
20231124,3,0,0,Reactive,0.0,19.31,157.94
20231125,3,0,0,Reactive,0.0,19.31,157.94
20231126,3,0,0,Preventive,0.0,19.31,157.94
20231127,3,0,0,Reactive,0.0,19.31,157.94
20231128,3,0,0,Preventive,0.0,19.31,157.94
20231129,3,0,0,Preventive,0.0,19.31,157.94
20231130,3,0,0,Reactive,0.0,19.31,157.94
20231201,3,0,0,Preventive,0.0,19.31,157.94
20231202,3,0,0,Preventive,0.0,19.31,157.94
20231203,3,0,0,Reactive,0.0,19.31,157.94
20231204,3,0,0,Preventive,0.0,19.31,157.94
20231205,3,0,0,Preventive,0.0,19.31,157.94
20231206,3,0,0,Preventive,0.0,19.31,157.94
20231207,3,0,0,Preventive,0.0,19.31,157.94
20231208,3,0,0,Preventive,0.0,19.31,157.94
20231209,3,0,0,Preventive,0.0,19.31,157.94
20231210,3,0,0,Preventive,0.0,19.31,157.94
20231211,3,0,0,Reactive,0.0,19.31,157.94
20231212,3,0,0,Preventive,0.0,19.31,157.94
20231213,3,0,0,Preventive,0.0,19.31,157.94
20231214,3,0,0,Reactive,0.0,19.31,157.94
20231215,3,0,0,Preventive,0.0,19.31,157.94
20231216,3,0,0,Preventive,0.0,19.31,157.94
20231217,3,0,0,Preventive,0.0,19.31,157.94
20231218,3,0,0,Preventive,0.0,19.31,157.94
20231219,3,0,0,Preventive,0.0,19.31,157.94
20231220,3,0,0,Preventive,0.0,19.31,157.94
20231221,3,0,0,Preventive,0.0,19.31,157.94
20231222,3,0,0,Preventive,0.0,19.31,157.94
20231223,3,0,0,Preventive,0.0,19.31,157.94
20231224,3,0,0,Reactive,0.0,19.31,157.94
20231225,3,1,136,Reactive,339.41,19.31,157.94
20231226,3,0,0,Preventive,0.0,19.31,157.94
20231227,3,0,0,Preventive,0.0,19.31,157.94
20231228,3,1,297,Preventive,549.48,19.31,157.94
20231229,3,0,0,Preventive,0.0,19.31,157.94
20231230,3,0,0,Preventive,0.0,19.31,157.94
20231231,3,0,0,Reactive,0.0,19.31,157.94
20240101,3,0,0,Preventive,0.0,19.31,157.94
20240102,3,0,0,Preventive,0.0,19.31,157.94
20240103,3,0,0,Preventive,0.0,19.31,157.94
20240104,3,0,0,Reactive,0.0,19.31,157.94
20240105,3,0,0,Preventive,0.0,19.31,157.94
20240106,3,0,0,Preventive,0.0,19.31,157.94
20240107,3,0,0,Preventive,0.0,19.31,157.94
20240108,3,0,0,Preventive,0.0,19.31,157.94
20240109,3,0,0,Reactive,0.0,19.31,157.94
20240110,3,0,0,Reactive,0.0,19.31,157.94
20240111,3,0,0,Reactive,0.0,19.31,157.94
20240112,3,0,0,Preventive,0.0,19.31,157.94
20240113,3,0,0,Preventive,0.0,19.31,157.94
20240114,3,0,0,Preventive,0.0,19.31,157.94
20240115,3,0,0,Reactive,0.0,19.31,157.94
20240116,3,0,0,Reactive,0.0,19.31,157.94
20240117,3,0,0,Preventive,0.0,19.31,157.94
20240118,3,0,0,Reactive,0.0,19.31,157.94
20240119,3,0,0,Reactive,0.0,19.31,157.94
20240120,3,0,0,Reactive,0.0,19.31,157.94
20240121,3,0,0,Preventive,0.0,19.31,157.94
20240122,3,0,0,Reactive,0.0,19.31,157.94
20240123,3,0,0,Preventive,0.0,19.31,157.94
20240124,3,0,0,Preventive,0.0,19.31,157.94
20240125,3,0,0,Reactive,0.0,19.31,157.94
20240126,3,0,0,Preventive,0.0,19.31,157.94
20240127,3,0,0,Preventive,0.0,19.31,157.94
20240128,3,0,0,Preventive,0.0,19.31,157.94
20240129,3,0,0,Preventive,0.0,19.31,157.94
20240130,3,0,0,Preventive,0.0,19.31,157.94
20240131,3,0,0,Reactive,0.0,19.31,157.94
20240201,3,0,0,Preventive,0.0,19.31,157.94
20240202,3,0,0,Preventive,0.0,19.31,157.94
20240203,3,0,0,Preventive,0.0,19.31,157.94
20240204,3,0,0,Preventive,0.0,19.31,157.94
20240205,3,0,0,Preventive,0.0,19.31,157.94
20240206,3,0,0,Reactive,0.0,19.31,157.94
20240207,3,0,0,Preventive,0.0,19.31,157.94
20240208,3,0,0,Preventive,0.0,19.31,157.94
20240209,3,0,0,Preventive,0.0,19.31,157.94
20240210,3,0,0,Preventive,0.0,19.31,157.94
20240211,3,0,0,Reactive,0.0,19.31,157.94
20240212,3,0,0,Reactive,0.0,19.31,157.94
20240213,3,0,0,Preventive,0.0,19.31,157.94
20240214,3,0,0,Reactive,0.0,19.31,157.94
20240215,3,0,0,Preventive,0.0,19.31,157.94
20240216,3,0,0,Preventive,0.0,19.31,157.94
20240217,3,0,0,Preventive,0.0,19.31,157.94
20240218,3,0,0,Preventive,0.0,19.31,157.94
20240219,3,0,0,Reactive,0.0,19.31,157.94
20240220,3,0,0,Preventive,0.0,19.31,157.94
20240221,3,0,0,Preventive,0.0,19.31,157.94
20240222,3,0,0,Preventive,0.0,19.31,157.94
20240223,3,0,0,Preventive,0.0,19.31,157.94
20240224,3,0,0,Preventive,0.0,19.31,157.94
20240225,3,0,0,Reactive,0.0,19.31,157.94
20240226,3,0,0,Preventive,0.0,19.31,157.94
20240227,3,0,0,Preventive,0.0,19.31,157.94
20240228,3,0,0,Preventive,0.0,19.31,157.94
20240229,3,0,0,Preventive,0.0,19.31,157.94
20240301,3,0,0,Preventive,0.0,19.31,157.94
20240302,3,0,0,Preventive,0.0,19.31,157.94
20240303,3,0,0,Preventive,0.0,19.31,157.94
20240304,3,0,0,Preventive,0.0,19.31,157.94
20240305,3,0,0,Reactive,0.0,19.31,157.94
20240306,3,0,0,Reactive,0.0,19.31,157.94
20240307,3,0,0,Preventive,0.0,19.31,157.94
20240308,3,0,0,Preventive,0.0,19.31,157.94
20240309,3,0,0,Preventive,0.0,19.31,157.94
20240310,3,0,0,Preventive,0.0,19.31,157.94
20240311,3,1,92,Reactive,184.75,19.31,157.94
20240312,3,1,3,Preventive,5.17,19.31,157.94
20240313,3,0,0,Preventive,0.0,19.31,157.94
20240314,3,0,0,Preventive,0.0,19.31,157.94
20240315,3,0,0,Reactive,0.0,19.31,157.94
20240316,3,0,0,Preventive,0.0,19.31,157.94
20240317,3,0,0,Reactive,0.0,19.31,157.94
20240318,3,0,0,Preventive,0.0,19.31,157.94
20240319,3,0,0,Preventive,0.0,19.31,157.94
20240320,3,0,0,Reactive,0.0,19.31,157.94
20240321,3,0,0,Reactive,0.0,19.31,157.94
20240322,3,0,0,Preventive,0.0,19.31,157.94
20240323,3,0,0,Preventive,0.0,19.31,157.94
20240324,3,1,211,Reactive,577.97,19.31,157.94
20240325,3,0,0,Reactive,0.0,19.31,157.94
20240326,3,0,0,Preventive,0.0,19.31,157.94
20240327,3,0,0,Preventive,0.0,19.31,157.94
20240328,3,0,0,Preventive,0.0,19.31,157.94
20240329,3,0,0,Preventive,0.0,19.31,157.94
20240330,3,0,0,Reactive,0.0,19.31,157.94
20240331,3,0,0,Preventive,0.0,19.31,157.94
20240401,3,0,0,Preventive,0.0,19.31,157.94
20240402,3,1,254,Preventive,670.16,19.31,157.94
20240403,3,0,0,Preventive,0.0,19.31,157.94
20240404,3,0,0,Preventive,0.0,19.31,157.94
20240405,3,0,0,Preventive,0.0,19.31,157.94
20240406,3,0,0,Preventive,0.0,19.31,157.94
20240407,3,0,0,Reactive,0.0,19.31,157.94
20240408,3,0,0,Reactive,0.0,19.31,157.94
20240409,3,0,0,Reactive,0.0,19.31,157.94
20240410,3,0,0,Reactive,0.0,19.31,157.94
20240411,3,0,0,Preventive,0.0,19.31,157.94
20240412,3,0,0,Preventive,0.0,19.31,157.94
20240413,3,0,0,Reactive,0.0,19.31,157.94
20240414,3,1,211,Preventive,411.43,19.31,157.94
20240415,3,0,0,Preventive,0.0,19.31,157.94
20240416,3,0,0,Preventive,0.0,19.31,157.94
20240417,3,0,0,Preventive,0.0,19.31,157.94
20240418,3,0,0,Preventive,0.0,19.31,157.94
20240419,3,0,0,Reactive,0.0,19.31,157.94
20240420,3,0,0,Reactive,0.0,19.31,157.94
20240421,3,0,0,Preventive,0.0,19.31,157.94
20240422,3,0,0,Reactive,0.0,19.31,157.94
20240423,3,0,0,Preventive,0.0,19.31,157.94
20240424,3,0,0,Preventive,0.0,19.31,157.94
20240425,3,0,0,Reactive,0.0,19.31,157.94
20240426,3,0,0,Preventive,0.0,19.31,157.94
20240427,3,0,0,Preventive,0.0,19.31,157.94
20240428,3,0,0,Preventive,0.0,19.31,157.94
20240429,3,0,0,Preventive,0.0,19.31,157.94
20240430,3,0,0,Reactive,0.0,19.31,157.94
20240501,3,0,0,Preventive,0.0,19.31,157.94
20240502,3,0,0,Preventive,0.0,19.31,157.94
20240503,3,0,0,Preventive,0.0,19.31,157.94
20240504,3,0,0,Preventive,0.0,19.31,157.94
20240505,3,0,0,Preventive,0.0,19.31,157.94
20240506,3,0,0,Preventive,0.0,19.31,157.94
20240507,3,1,273,Reactive,456.94,19.31,157.94
20240508,3,0,0,Preventive,0.0,19.31,157.94
20240509,3,0,0,Preventive,0.0,19.31,157.94
20240510,3,0,0,Preventive,0.0,19.31,157.94
20240511,3,0,0,Preventive,0.0,19.31,157.94
20240512,3,0,0,Preventive,0.0,19.31,157.94
20240513,3,0,0,Preventive,0.0,19.31,157.94
20240514,3,0,0,Preventive,0.0,19.31,157.94
20240515,3,0,0,Preventive,0.0,19.31,157.94
20240516,3,0,0,Preventive,0.0,19.31,157.94
20240517,3,0,0,Reactive,0.0,19.31,157.94
20240518,3,0,0,Preventive,0.0,19.31,157.94
20240519,3,0,0,Preventive,0.0,19.31,157.94
20240520,3,0,0,Preventive,0.0,19.31,157.94
20240521,3,0,0,Preventive,0.0,19.31,157.94
20240522,3,0,0,Preventive,0.0,19.31,157.94
20240523,3,0,0,Preventive,0.0,19.31,157.94
20240524,3,0,0,Preventive,0.0,19.31,157.94
20240525,3,0,0,Preventive,0.0,19.31,157.94
20240526,3,0,0,Preventive,0.0,19.31,157.94
20240527,3,0,0,Preventive,0.0,19.31,157.94
20240528,3,0,0,Preventive,0.0,19.31,157.94
20240529,3,0,0,Preventive,0.0,19.31,157.94
20240530,3,0,0,Preventive,0.0,19.31,157.94
20240531,3,0,0,Reactive,0.0,19.31,157.94
20240601,3,0,0,Preventive,0.0,19.31,157.94
20240602,3,0,0,Preventive,0.0,19.31,157.94
20240603,3,0,0,Reactive,0.0,19.31,157.94
20240604,3,0,0,Preventive,0.0,19.31,157.94
20240605,3,0,0,Reactive,0.0,19.31,157.94
20240606,3,0,0,Preventive,0.0,19.31,157.94
20240607,3,0,0,Reactive,0.0,19.31,157.94
20240608,3,0,0,Preventive,0.0,19.31,157.94
20240609,3,0,0,Reactive,0.0,19.31,157.94
20240610,3,0,0,Preventive,0.0,19.31,157.94
20240611,3,0,0,Preventive,0.0,19.31,157.94
20240612,3,0,0,Preventive,0.0,19.31,157.94
20240613,3,1,70,Preventive,166.41,19.31,157.94
20240614,3,0,0,Reactive,0.0,19.31,157.94
20240615,3,0,0,Preventive,0.0,19.31,157.94
20240616,3,0,0,Preventive,0.0,19.31,157.94
20240617,3,0,0,Reactive,0.0,19.31,157.94
20240618,3,0,0,Reactive,0.0,19.31,157.94
20240619,3,1,212,Preventive,591.46,19.31,157.94
20240620,3,0,0,Preventive,0.0,19.31,157.94
20240621,3,0,0,Reactive,0.0,19.31,157.94
20240622,3,0,0,Reactive,0.0,19.31,157.94
20240623,3,0,0,Preventive,0.0,19.31,157.94
20240624,3,0,0,Reactive,0.0,19.31,157.94
20240625,3,0,0,Reactive,0.0,19.31,157.94
20240626,3,0,0,Preventive,0.0,19.31,157.94
20240627,3,0,0,Preventive,0.0,19.31,157.94
20240628,3,0,0,Preventive,0.0,19.31,157.94
20240629,3,0,0,Reactive,0.0,19.31,157.94
20240630,3,0,0,Reactive,0.0,19.31,157.94
20240701,3,0,0,Reactive,0.0,19.31,157.94
20240702,3,0,0,Preventive,0.0,19.31,157.94
20240703,3,0,0,Reactive,0.0,19.31,157.94
20240704,3,0,0,Reactive,0.0,19.31,157.94
20240705,3,0,0,Reactive,0.0,19.31,157.94
20240706,3,0,0,Preventive,0.0,19.31,157.94
20240707,3,0,0,Reactive,0.0,19.31,157.94
20240708,3,0,0,Preventive,0.0,19.31,157.94
20240709,3,0,0,Preventive,0.0,19.31,157.94
20240710,3,0,0,Preventive,0.0,19.31,157.94
20240711,3,1,133,Preventive,216.93,19.31,157.94
20240712,3,0,0,Preventive,0.0,19.31,157.94
20240713,3,0,0,Reactive,0.0,19.31,157.94
20240714,3,0,0,Preventive,0.0,19.31,157.94
20240715,3,1,20,Preventive,36.25,19.31,157.94
20240716,3,0,0,Reactive,0.0,19.31,157.94
20240717,3,0,0,Preventive,0.0,19.31,157.94
20240718,3,0,0,Preventive,0.0,19.31,157.94
20240719,3,0,0,Preventive,0.0,19.31,157.94
20240720,3,0,0,Preventive,0.0,19.31,157.94
20240721,3,0,0,Reactive,0.0,19.31,157.94
20240722,3,0,0,Preventive,0.0,19.31,157.94
20240723,3,0,0,Reactive,0.0,19.31,157.94
20240724,3,0,0,Preventive,0.0,19.31,157.94
20240725,3,0,0,Reactive,0.0,19.31,157.94
20240726,3,0,0,Preventive,0.0,19.31,157.94
20240727,3,0,0,Preventive,0.0,19.31,157.94
20240728,3,0,0,Preventive,0.0,19.31,157.94
20240729,3,0,0,Preventive,0.0,19.31,157.94
