DateID,ProductID,TotalUnitsProduced,ProductionEfficiencyPercent,DowntimeMinutes,OnTimeDeliveryRatePercent,ProductionCostPerUnit
20240104,11,913,94.91,83,96.84,13.6
20240104,12,1092,93.86,209,97.91,18.03
20240104,13,1021,85.16,273,92.47,19.96
20240104,14,1103,88.78,164,96.14,17.94
20240104,15,855,92.47,88,97.58,10.22
20240104,16,907,89.8,103,96.57,13.65
20240104,17,1103,97.23,211,98.15,14.95
20240104,18,828,93.83,205,91.64,10.34
20240104,19,1072,90.97,294,90.25,17.23
20240104,20,933,93.82,168,91.28,19.03
20240105,1,1097,86.12,284,94.47,14.37
20240105,2,963,86.06,98,95.21,18.36
20240105,3,1154,99.34,83,90.28,18.29
20240105,4,1158,92.19,219,97.09,12.15
20240105,5,1056,88.02,272,93.38,14.18
20240105,6,994,94.25,111,96.4,18.6
20240105,7,1122,90.94,118,97.47,18.58
20240105,8,1146,86.58,101,95.44,17.12
20240105,9,1172,97.38,181,99.03,18.64
20240105,10,1158,86.66,283,96.19,18.03
20240105,11,1164,93.49,218,94.62,19.41
20240105,12,816,91.94,86,95.76,11.64
20240105,13,972,87.7,276,90.12,18.8
20240105,14,1167,97.17,137,98.72,10.98
20240105,15,1108,97.45,200,98.34,14.9
20240105,16,880,87.96,264,98.92,14.7
20240105,17,858,87.38,221,98.43,13.62
20240105,18,879,91.8,242,97.04,16.51
20240105,19,1147,97.94,100,91.13,11.56
20240105,20,1107,95.34,214,97.44,15.81
20240106,1,957,89.41,168,92.27,15.76
20240106,2,871,90.11,106,91.71,16.63
20240106,3,939,97.45,121,96.71,17.03
20240106,4,876,93.93,208,99.56,17.67
20240106,5,1079,99.39,257,91.76,10.65
20240106,6,963,93.85,250,98.58,19.57
20240106,7,969,97.75,43,94.54,12.09
20240106,8,1190,91.36,47,95.1,13.8
20240106,9,1184,90.16,64,94.52,11.34
20240106,10,1107,98.32,37,95.71,17.61
20240106,11,930,90.67,171,96.3,19.08
20240106,12,922,96.75,197,91.17,19.86
20240106,13,959,98.07,234,91.99,15.88
20240106,14,807,88.99,61,99.61,12.47
20240106,15,1186,90.01,284,96.41,14.14
20240106,16,1117,96.21,74,96.54,14.16
20240106,17,988,93.82,254,95.65,18.59
20240106,18,941,88.63,111,96.74,11.15
20240106,19,1182,95.96,170,99.45,11.42
20240106,20,984,87.97,117,99.57,13.3
20240107,1,1014,95.28,69,92.7,18.04
20240107,2,986,99.3,260,93.09,16.11
20240107,3,914,85.23,47,90.56,10.52
20240107,4,991,98.1,122,96.77,15.23
20240107,5,1102,90.88,106,91.1,14.2
20240107,6,963,95.81,201,91.37,17.64
20240107,7,1177,87.72,90,91.35,14.69
20240107,8,1181,87.79,273,93.33,14.27
20240107,9,960,87.55,288,94.24,13.09
20240107,10,1045,87.3,216,97.87,11.16
20240107,11,859,98.74,154,99.23,18.84
20240107,12,938,95.69,199,90.48,11.49
20240107,13,1180,99.34,128,94.57,18.46
20240107,14,978,92.34,148,91.57,14.26
20240107,15,825,92.31,37,94.44,17.81
20240107,16,948,94.53,172,90.18,15.57
20240107,17,1092,93.12,121,91.36,18.88
20240107,18,883,96.01,226,91.28,18.59
20240107,19,1031,90.97,67,98.16,18.03
20240107,20,1195,86.73,269,99.15,10.91
20240108,1,1181,85.99,43,99.93,15.63
20240108,2,1033,93.91,56,92.57,16.64
20240108,3,851,98.46,210,96.84,17.92
20240108,4,842,93.13,289,99.0,14.48
20240108,5,1019,90.9,284,92.69,18.61
20240108,6,948,89.02,274,91.73,13.45
20240108,7,1011,88.24,111,97.68,18.85
20240108,8,1055,85.28,92,91.38,17.76
20240108,9,904,92.7,204,93.1,11.45
20240108,10,901,91.04,188,96.55,10.09
20240108,11,1130,92.94,38,93.67,14.03
20240108,12,1081,92.46,59,91.55,14.52
20240108,13,1119,94.46,134,94.88,11.55
20240108,14,904,91.27,158,95.72,19.03
20240108,15,871,99.72,56,95.11,16.44
20240108,16,1052,99.94,136,95.82,19.86
20240108,17,945,85.31,63,98.0,13.45
20240108,18,1030,91.46,275,96.74,12.21
20240108,19,965,91.14,136,95.56,19.47
20240108,20,942,98.31,119,98.27,14.25
20240109,1,900,93.2,127,93.06,19.27
20240109,2,800,95.78,169,96.51,17.68
20240109,3,985,88.42,107,91.12,14.41
20240109,4,931,93.06,173,99.53,14.85
20240109,5,1189,85.12,272,95.54,15.59
20240109,6,965,87.58,116,92.52,18.11
20240109,7,827,88.32,204,94.98,12.14
20240109,8,934,87.56,60,91.44,17.1
20240109,9,955,90.98,116,90.09,18.08
20240109,10,1194,98.23,57,94.17,16.49
20240109,11,1174,88.34,199,96.58,12.64
20240109,12,955,92.78,119,99.63,15.89
20240109,13,1131,93.6,262,98.28,13.23
20240109,14,1013,96.22,120,98.64,16.74
20240109,15,1162,95.85,255,95.06,17.17
20240109,16,847,91.4,62,90.32,12.59
20240109,17,1167,92.44,254,99.43,18.32
20240109,18,1106,91.06,273,92.14,16.57
20240109,19,1194,87.64,229,98.06,15.1
20240109,20,1075,90.79,100,94.81,14.48
20240110,1,842,86.35,242,92.88,11.6
20240110,2,1101,91.48,159,97.34,10.31
20240110,3,1107,96.41,96,99.32,17.08
20240110,4,971,87.95,83,98.55,12.3
20240110,5,919,96.09,76,91.14,18.06
20240110,6,958,98.48,264,98.04,17.92
20240110,7,876,88.92,76,92.55,12.63
20240110,8,853,85.56,221,99.48,11.26
20240110,9,1145,86.67,203,97.73,13.39
20240110,10,1161,97.18,145,93.09,16.59
20240110,11,818,91.78,146,91.17,11.85
20240110,12,1026,95.02,290,99.65,15.09
20240110,13,1049,95.75,209,93.23,10.23
20240110,14,910,92.25,87,94.77,17.64
20240110,15,1031,90.08,132,99.92,16.87
20240110,16,887,89.23,43,97.68,10.41
20240110,17,1179,95.0,228,94.02,18.46
20240110,18,877,94.3,62,97.09,15.86
20240110,19,806,93.66,53,99.93,11.27
20240110,20,903,95.54,232,93.85,15.34
20240111,1,1015,88.93,213,97.2,15.12
20240111,2,1182,95.0,133,99.2,10.49
20240111,3,915,89.48,154,98.76,10.19
20240111,4,804,99.0,283,94.39,10.45
20240111,5,836,92.88,42,90.29,16.9
20240111,6,845,99.92,48,96.08,11.05
20240111,7,893,92.59,279,98.36,17.84
20240111,8,845,95.85,114,94.18,15.66
20240111,9,1180,95.38,204,90.98,19.17
20240111,10,1049,86.69,268,93.33,13.74
20240111,11,940,97.26,138,94.43,10.34
20240111,12,1134,97.16,259,90.61,14.29
20240111,13,1059,86.49,225,93.95,11.75
20240111,14,855,92.41,260,95.99,15.03
20240111,15,999,93.68,116,95.27,13.25
20240111,16,1185,98.69,280,90.21,13.64
20240111,17,847,94.4,59,96.87,11.12
20240111,18,1081,91.42,299,98.05,10.2
20240111,19,1053,92.24,246,99.75,16.04
20240111,20,812,93.56,269,98.62,18.39
20240112,1,824,97.42,195,97.21,10.06
20240112,2,941,87.46,155,99.8,13.94
20240112,3,1155,95.91,92,92.06,11.48
20240112,4,979,86.32,218,96.87,13.66
20240112,5,1035,91.94,217,91.15,13.14
20240112,6,1142,89.55,208,97.82,19.31
20240112,7,827,93.35,292,97.73,18.75
20240112,8,1025,94.67,162,92.14,13.41
20240112,9,1051,87.88,230,96.55,19.54
20240112,10,888,94.92,166,97.36,15.71
20240112,11,1162,93.24,97,95.96,12.75
20240112,12,1148,91.44,129,96.45,16.87
20240112,13,1191,89.99,230,96.49,16.37
20240112,14,810,94.18,41,96.97,13.76
20240112,15,971,95.32,208,96.8,15.59
20240112,16,1071,86.45,138,99.78,11.08
20240112,17,857,85.71,108,92.51,16.9
20240112,18,1006,94.45,46,95.32,14.02
20240112,19,1114,86.78,190,92.87,13.67
20240112,20,856,94.89,298,90.9,17.7
20240113,1,805,97.19,139,92.93,16.84
20240113,2,850,86.69,97,93.06,15.18
20240113,3,856,92.61,277,91.15,19.97
20240113,4,1052,85.62,55,92.44,15.6
20240113,5,1116,91.81,266,93.92,15.77
20240113,6,949,96.04,39,99.85,11.38
20240113,7,948,99.64,223,94.17,16.64
20240113,8,1109,90.96,55,95.17,18.19
20240113,9,982,86.67,83,93.15,15.76
20240113,10,880,90.37,91,92.96,15.81
20240113,11,1198,97.79,221,97.42,17.37
20240113,12,1159,91.96,223,92.76,19.3
20240113,13,1064,97.86,238,97.52,14.23
20240113,14,1141,94.9,181,97.41,17.84
20240113,15,950,85.68,170,93.38,14.7
20240113,16,1169,96.22,147,99.8,12.26
20240113,17,820,90.68,153,90.71,14.88
20240113,18,951,98.11,145,92.89,10.86
20240113,19,949,90.67,149,95.23,11.58
20240113,20,966,95.74,31,99.31,18.0
20240114,1,1125,88.34,138,92.66,17.04
20240114,2,1067,93.1,141,93.26,14.76
20240114,3,861,91.03,165,95.51,12.51
20240114,4,1052,92.02,196,98.95,13.93
20240114,5,1004,95.79,277,99.39,12.5
20240114,6,867,96.19,167,97.77,15.52
20240114,7,953,92.13,56,96.17,14.05
20240114,8,1049,93.94,50,97.34,14.11
20240114,9,894,92.62,258,94.09,15.44
20240114,10,1168,87.78,191,91.35,14.96
20240114,11,972,89.66,154,99.33,16.05
20240114,12,1104,88.6,191,99.09,16.38
20240114,13,1074,90.0,217,94.97,12.77
20240114,14,1178,87.58,94,91.32,12.66
20240114,15,1188,85.45,91,90.76,12.74
20240114,16,802,93.19,165,90.09,10.48
20240114,17,872,91.12,147,91.81,16.72
20240114,18,936,95.81,144,92.27,13.11
20240114,19,1056,97.21,76,94.7,15.55
20240114,20,809,97.15,155,92.06,18.28
20240115,1,1117,99.4,203,95.71,19.46
20240115,2,1091,93.99,141,95.12,14.04
20240115,3,909,92.52,115,97.92,15.83
20240115,4,1124,93.32,141,93.18,14.51
20240115,5,1125,97.7,138,96.35,15.33
20240115,6,995,92.98,211,94.51,15.01
20240115,7,810,98.35,248,97.37,14.76
20240115,8,802,96.36,180,94.54,17.34
20240115,9,906,87.31,184,96.9,13.35
20240115,10,812,97.62,76,97.04,14.93
20240115,11,945,91.72,154,94.5,11.99
20240115,12,1146,85.64,153,97.17,18.77
20240115,13,829,89.91,241,93.57,19.9
20240115,14,1159,86.95,244,97.72,14.35
20240115,15,1065,94.5,157,97.86,15.67
20240115,16,1124,87.19,43,92.2,16.77
20240115,17,1190,94.96,85,93.36,12.9
20240115,18,1047,89.17,67,98.25,18.16
20240115,19,847,97.69,65,96.44,16.09
20240115,20,855,91.06,257,97.95,19.69
20240116,1,1054,93.07,98,98.76,18.01
20240116,2,1103,86.33,65,97.91,12.59
20240116,3,871,85.96,219,91.39,12.52
20240116,4,1195,98.21,292,93.51,12.65
20240116,5,1093,95.69,30,93.68,15.55
20240116,6,980,92.4,37,96.49,17.25
20240116,7,945,94.24,34,94.29,11.82
20240116,8,880,99.66,144,92.08,13.38
20240116,9,1006,95.44,141,99.06,15.3
20240116,10,927,90.8,250,96.33,19.76
20240116,11,1185,95.43,161,96.94,18.84
20240116,12,936,96.43,247,92.51,16.04
20240116,13,928,89.87,275,98.56,11.12
20240116,14,1017,88.43,84,92.02,10.78
20240116,15,1128,97.53,179,98.54,16.87
20240116,16,1010,93.2,181,90.5,10.69
20240116,17,1166,97.14,82,97.91,15.81
20240116,18,975,94.49,71,90.5,18.74
20240116,19,807,92.4,72,96.54,19.23
20240116,20,1036,89.47,78,91.78,19.86
20240117,1,966,90.64,100,98.77,19.12
20240117,2,866,94.97,271,95.49,19.49
20240117,3,900,95.8,214,97.27,13.78
20240117,4,1048,96.46,33,94.88,10.23
20240117,5,1058,89.41,220,93.01,11.67
20240117,6,1149,88.48,259,90.87,17.02
20240117,7,819,96.31,164,94.68,10.71
20240117,8,802,96.55,123,95.28,15.17
20240117,9,932,88.2,61,94.02,19.49
20240117,10,1115,89.28,185,95.59,10.6
20240117,11,1188,97.34,86,96.62,19.99
20240117,12,1167,89.45,281,90.01,17.15
20240117,13,1165,90.79,220,92.38,13.8
20240117,14,1139,85.21,73,99.71,17.16
20240117,15,980,87.26,293,96.26,11.46
20240117,16,890,90.32,282,92.56,13.8
20240117,17,820,89.57,60,90.76,16.62
20240117,18,835,96.03,161,92.59,17.16
20240117,19,1100,98.64,266,93.6,14.65
20240117,20,871,86.81,259,95.94,16.46
20240118,1,1062,98.2,294,93.74,16.89
20240118,2,951,87.4,192,91.06,10.82
20240118,3,1037,87.79,45,95.03,16.38
20240118,4,1075,85.65,98,91.69,18.32
20240118,5,1053,91.96,136,99.56,12.15
20240118,6,1050,96.04,269,99.8,15.45
20240118,7,1165,91.96,36,90.25,10.39
20240118,8,1156,85.92,200,95.32,10.76
20240118,9,1182,97.34,113,94.69,17.2
20240118,10,915,89.84,76,99.39,16.72
20240118,11,852,90.45,106,98.91,10.94
20240118,12,1156,90.36,87,99.33,13.63
20240118,13,834,88.39,104,96.34,17.74
20240118,14,1103,93.9,193,93.46,13.48
20240118,15,971,87.39,217,91.07,11.46
20240118,16,885,91.76,48,91.16,19.46
20240118,17,945,89.65,95,92.48,16.43
20240118,18,893,92.61,108,98.39,15.82
20240118,19,1067,93.01,120,93.4,16.21
20240118,20,1155,92.44,216,93.11,18.72
20240119,1,854,85.92,201,93.8,13.37
20240119,2,945,87.37,39,91.57,19.53
20240119,3,933,90.06,200,91.34,19.44
20240119,4,859,87.71,97,93.56,17.91
20240119,5,873,91.69,291,97.39,13.97
20240119,6,1036,87.3,178,93.43,12.42
20240119,7,940,98.64,225,97.72,11.71
20240119,8,1089,92.35,80,92.44,11.53
20240119,9,807,95.5,274,99.03,11.04
20240119,10,992,97.75,91,92.9,11.65
20240119,11,1079,87.86,123,90.72,13.9
20240119,12,812,90.81,192,98.03,14.27
20240119,13,1136,85.71,202,99.57,18.43
20240119,14,1121,86.59,74,92.86,11.99
20240119,15,1058,98.77,207,97.92,11.93
20240119,16,1095,89.82,201,95.08,11.62
20240119,17,1174,96.74,58,95.9,12.01
20240119,18,1078,92.67,105,92.49,12.25
20240119,19,916,98.83,204,99.45,11.96
20240119,20,1121,89.06,102,92.55,12.63
20240120,1,1032,94.0,235,90.56,14.12
20240120,2,1115,90.89,112,93.88,11.6
20240120,3,820,91.37,159,99.48,10.69
20240120,4,870,92.15,124,95.08,10.24
20240120,5,1197,97.3,42,99.62,14.62
20240120,6,1023,89.47,119,92.75,11.09
20240120,7,994,90.9,242,92.07,19.0
20240120,8,963,86.72,286,98.09,17.81
20240120,9,1172,92.6,171,91.73,10.03
20240120,10,1037,90.29,90,91.41,12.18
20240120,11,1029,91.33,215,94.81,14.99
20240120,12,1140,96.01,43,91.33,15.19
20240120,13,1060,88.91,226,99.66,18.21
20240120,14,1112,93.63,173,91.26,11.38
20240120,15,802,97.63,258,97.46,16.05
20240120,16,1014,92.65,284,93.95,17.68
20240120,17,837,85.49,201,95.18,18.32
20240120,18,990,95.32,211,96.7,16.42
20240120,19,1160,98.99,194,96.47,13.42
20240120,20,921,96.53,225,99.85,12.48
20240121,1,1117,99.88,38,95.76,19.25
20240121,2,1174,95.89,148,99.47,18.85
20240121,3,1066,97.31,163,97.55,12.67
20240121,4,871,96.49,136,92.71,11.85
20240121,5,919,96.91,239,95.38,19.95
20240121,6,1044,91.15,238,99.06,10.41
20240121,7,908,85.78,79,97.68,10.89
20240121,8,826,85.5,286,90.2,12.53
20240121,9,1100,93.77,61,92.65,15.14
20240121,10,965,98.03,278,93.27,11.36
20240121,11,1120,96.77,251,99.71,14.66
20240121,12,1016,93.4,231,93.05,12.56
20240121,13,940,99.8,72,92.6,16.61
20240121,14,1009,88.78,56,92.93,18.78
20240121,15,870,93.94,96,95.02,12.75
20240121,16,878,94.55,275,91.98,14.94
20240121,17,915,98.23,201,93.98,13.64
20240121,18,1185,91.14,132,97.19,16.04
20240121,19,1077,86.78,267,91.55,17.89
20240121,20,885,86.78,80,97.87,14.09
20240122,1,905,95.65,105,97.9,18.15
20240122,2,1160,90.51,272,90.07,10.43
20240122,3,1141,92.91,169,95.74,18.63
20240122,4,948,86.18,156,93.32,11.55
20240122,5,1156,90.5,291,98.06,16.93
20240122,6,836,91.42,37,90.35,12.88
20240122,7,906,89.29,47,97.12,15.8
20240122,8,993,88.92,244,90.58,13.72
20240122,9,1088,96.02,187,94.23,15.66
20240122,10,926,99.47,208,96.73,18.91
20240122,11,1171,87.71,77,92.96,17.17
20240122,12,1133,99.86,109,97.94,19.69
20240122,13,1020,95.2,57,98.62,17.43
20240122,14,808,90.6,105,95.58,19.17
20240122,15,1049,98.65,173,95.8,13.7
20240122,16,1078,98.62,195,97.54,14.72
20240122,17,985,99.08,51,99.48,13.67
20240122,18,814,91.51,189,95.43,10.2
20240122,19,1152,94.21,215,92.34,15.79
20240122,20,1153,99.99,70,97.76,13.11
20240123,1,960,86.55,157,98.98,19.53
20240123,2,1017,92.09,74,90.83,18.24
20240123,3,877,99.08,145,90.79,10.91
20240123,4,1111,89.96,211,99.14,14.7
20240123,5,1048,92.69,208,93.87,12.51
20240123,6,891,91.64,104,97.42,17.57
20240123,7,1096,88.51,163,98.57,10.0
20240123,8,827,93.48,143,90.67,19.76
20240123,9,1185,98.99,134,94.43,11.86
20240123,10,834,90.85,48,93.54,16.03
20240123,11,1147,91.58,176,96.08,12.2
20240123,12,974,89.4,285,93.24,10.8
20240123,13,1149,99.22,58,99.06,18.35
20240123,14,813,98.46,218,92.17,13.74
20240123,15,835,87.7,43,97.51,19.33
20240123,16,1128,99.09,112,97.63,17.59
20240123,17,874,95.55,296,96.25,14.17
20240123,18,855,88.6,50,99.66,16.04
20240123,19,935,99.05,280,91.52,19.12
20240123,20,886,93.69,270,99.76,16.16
20240124,1,1055,94.89,249,92.08,13.11
20240124,2,1011,93.44,37,95.19,19.93
20240124,3,1120,88.37,72,96.19,12.32
20240124,4,838,96.36,33,98.93,18.85
20240124,5,978,98.56,258,95.12,11.37
20240124,6,1177,91.71,269,98.21,19.15
20240124,7,1188,88.87,281,91.21,16.09
20240124,8,1018,87.22,170,92.43,18.77
20240124,9,819,92.55,176,99.9,11.92
20240124,10,805,89.56,272,92.74,12.03
20240124,11,1082,93.67,254,99.09,10.21
20240124,12,1115,94.84,124,90.32,16.12
20240124,13,880,91.25,237,92.21,11.61
20240124,14,923,92.3,209,93.83,15.89
20240124,15,1072,89.54,239,99.72,16.18
20240124,16,1196,91.12,219,97.03,12.23
20240124,17,822,92.68,96,96.33,14.62
20240124,18,946,89.27,44,94.92,10.94
20240124,19,1094,95.03,285,96.13,10.94
20240124,20,826,99.86,268,98.21,14.93
20240125,1,855,94.01,57,94.35,12.01
20240125,2,983,94.36,70,90.39,10.14
20240125,3,1143,94.74,188,95.53,10.32
20240125,4,935,98.87,201,93.7,10.71
20240125,5,977,92.79,225,94.8,11.77
20240125,6,852,89.2,81,94.9,15.39
20240125,7,1199,88.44,64,99.01,18.34
20240125,8,1107,97.16,169,94.12,15.19
20240125,9,1047,86.88,81,94.05,14.45
20240125,10,807,91.86,285,91.4,15.13
20240125,11,997,91.37,44,97.63,14.27
20240125,12,903,91.59,144,94.11,15.39
20240125,13,1072,90.64,261,93.33,11.48
20240125,14,846,98.12,124,94.23,11.88
20240125,15,1167,92.8,271,98.89,12.27
20240125,16,842,96.15,114,96.67,12.45
20240125,17,1105,92.82,128,92.12,18.51
20240125,18,911,87.39,198,97.23,16.45
20240125,19,1038,85.43,78,93.31,11.19
20240125,20,1121,98.36,91,97.84,16.23
20240126,1,1028,87.49,58,90.91,16.79
20240126,2,930,88.57,202,98.68,16.31
20240126,3,801,95.6,280,96.07,14.16
20240126,4,1075,92.69,101,98.61,14.74
20240126,5,1189,99.53,112,93.47,14.19
20240126,6,1080,89.12,135,92.14,14.76
20240126,7,835,95.89,188,91.3,17.5
20240126,8,954,99.76,114,92.53,10.4
20240126,9,1161,98.84,38,90.12,15.88
20240126,10,1077,87.76,276,90.84,16.82
20240126,11,1126,92.72,74,99.42,18.23
20240126,12,1154,99.32,130,93.98,13.1
20240126,13,893,90.76,162,94.97,10.41
20240126,14,915,85.73,30,98.0,15.85
20240126,15,857,90.62,55,98.29,11.09
20240126,16,1016,95.7,291,90.99,16.19
20240126,17,1109,85.89,163,98.83,15.77
20240126,18,852,99.67,65,95.44,11.54
20240126,19,901,97.68,253,98.06,12.79
20240126,20,1085,99.97,107,90.04,10.47
20240127,1,1150,98.62,111,92.81,19.53
20240127,2,848,90.84,69,95.32,14.78
20240127,3,907,86.21,62,91.91,15.53
20240127,4,848,88.81,151,99.74,10.6
20240127,5,992,88.49,273,98.72,17.12
20240127,6,1177,90.31,140,91.47,19.17
20240127,7,813,91.26,113,92.87,14.02
20240127,8,1113,93.48,123,94.55,18.3
20240127,9,897,98.1,107,99.27,15.21
20240127,10,865,92.97,222,96.89,11.07
20240127,11,967,92.06,54,90.72,17.86
20240127,12,1081,96.54,292,98.8,18.88
20240127,13,1030,96.66,190,90.02,13.8
20240127,14,827,90.49,153,91.25,19.71
20240127,15,805,92.55,137,99.98,14.94
20240127,16,813,85.8,183,97.95,10.5
20240127,17,1090,95.62,243,98.62,18.93
20240127,18,1167,86.96,242,98.68,18.93
20240127,19,804,92.46,178,95.45,10.51
20240127,20,873,90.0,278,96.48,15.03
20240128,1,1023,89.3,67,92.79,11.59
20240128,2,1040,99.59,239,92.69,15.91
20240128,3,839,87.31,204,95.63,19.5
20240128,4,992,89.33,257,98.26,16.98
20240128,5,953,87.36,120,95.36,12.75
20240128,6,1027,96.19,283,98.4,13.24
20240128,7,842,97.7,289,98.38,11.53
20240128,8,972,99.99,296,99.9,16.6
20240128,9,1175,89.31,55,94.56,13.44
20240128,10,1199,98.97,88,98.53,19.73
20240128,11,935,88.98,149,99.45,10.48
20240128,12,1141,95.93,116,92.84,18.81
20240128,13,1065,97.22,131,90.2,15.24
20240128,14,941,85.31,196,95.2,16.96
20240128,15,910,87.69,48,95.24,15.72
20240128,16,974,97.61,214,91.32,17.14
20240128,17,1145,89.42,185,94.99,19.59
20240128,18,1048,88.77,36,97.69,12.45
20240128,19,893,94.1,215,98.36,18.15
20240128,20,812,89.83,80,90.09,12.35
20240129,1,1156,95.66,285,97.47,14.63
20240129,2,1078,85.53,142,92.15,10.66
20240129,3,1166,96.94,245,97.19,18.82
20240129,4,1172,95.7,213,92.53,18.08
20240129,5,976,89.9,102,97.8,13.3
20240129,6,868,94.3,265,98.61,12.24
20240129,7,827,93.01,163,99.92,10.9
20240129,8,884,91.19,128,95.83,10.71
20240129,9,829,85.46,89,97.59,19.53
20240129,10,979,89.54,259,94.28,13.31
20240129,11,945,93.44,195,98.25,10.66
20240129,12,912,96.51,288,96.59,16.23
20240129,13,1192,89.45,116,95.83,17.5
20240129,14,826,95.65,252,99.71,11.18
20240129,15,1026,87.86,70,97.05,18.5
20240129,16,878,90.88,61,96.3,18.45
20240129,17,1093,87.88,72,99.76,19.02
20240129,18,847,89.31,60,94.1,19.91
20240129,19,1185,93.31,74,94.77,11.61
20240129,20,1172,98.43,260,94.82,15.63
20240130,1,1156,91.14,230,98.6,17.0
20240130,2,1019,87.76,287,90.57,15.64
20240130,3,1192,94.92,79,94.04,12.08
20240130,4,1180,99.44,76,93.06,16.66
20240130,5,862,88.85,130,95.94,18.01
20240130,6,984,98.94,65,99.11,19.33
20240130,7,995,85.1,119,96.15,19.03
20240130,8,1070,90.95,243,90.56,14.89
20240130,9,1111,93.33,285,94.05,13.04
20240130,10,1057,90.46,278,94.44,17.55
20240130,11,968,96.47,72,95.72,18.94
20240130,12,999,88.84,57,92.91,16.88
20240130,13,1131,97.72,207,99.84,13.92
20240130,14,966,97.4,268,98.95,14.97
20240130,15,910,99.02,236,95.39,14.46
20240130,16,1017,97.49,39,97.3,15.12
20240130,17,911,93.83,100,90.03,12.45
20240130,18,808,91.2,269,92.56,17.28
20240130,19,880,87.72,72,97.49,14.37
20240130,20,883,93.51,164,95.98,10.15
20240131,1,1196,88.71,270,94.39,12.98
20240131,2,861,88.39,175,93.09,19.92
20240131,3,1115,86.03,223,92.25,18.11
20240131,4,1044,97.14,297,90.32,17.45
20240131,5,1165,90.56,65,94.43,11.66
20240131,6,998,85.98,91,95.89,16.26
20240131,7,961,95.92,259,91.36,18.98
20240131,8,855,85.56,235,99.5,15.78
20240131,9,1087,99.24,279,92.31,15.09
20240131,10,873,89.02,245,93.95,13.72
20240131,11,839,92.87,100,93.64,18.52
20240131,12,1179,87.18,298,97.76,14.86
20240131,13,816,87.93,219,96.11,10.44
20240131,14,1151,92.9,250,96.56,10.18
20240131,15,1158,87.62,178,90.15,14.26
20240131,16,1001,93.37,186,92.85,17.52
20240131,17,1081,87.74,267,94.99,10.45
20240131,18,1159,99.02,133,97.4,12.52
20240131,19,1179,94.46,222,91.18,19.48
20240131,20,929,93.96,278,94.96,17.71
20240201,1,1086,88.03,205,90.06,13.01
20240201,2,1071,87.46,75,99.59,15.02
20240201,3,930,89.76,232,97.22,10.85
20240201,4,973,88.48,88,97.16,13.44
20240201,5,1118,91.5,93,98.19,11.31
20240201,6,1044,87.94,151,94.08,13.49
20240201,7,1101,95.49,99,95.26,19.47
20240201,8,966,94.87,60,92.91,13.72
20240201,9,1122,93.94,162,93.21,13.56
20240201,10,962,97.5,232,96.35,11.56
20240201,11,916,88.03,135,94.94,10.55
20240201,12,819,86.93,109,96.55,15.07
20240201,13,968,98.87,70,91.06,19.69
20240201,14,926,86.82,32,99.62,15.49
20240201,15,815,99.5,268,95.67,13.98
20240201,16,814,92.13,158,97.99,15.23
20240201,17,996,86.93,109,95.87,18.89
20240201,18,1185,99.69,79,94.93,18.57
20240201,19,1031,91.74,232,91.05,17.64
20240201,20,835,97.21,191,94.6,11.16
20240202,1,816,91.49,239,90.39,17.54
20240202,2,877,97.69,87,97.27,19.99
20240202,3,934,89.21,39,97.4,12.48
20240202,4,908,93.16,161,90.81,14.36
20240202,5,1093,94.0,201,97.56,16.45
20240202,6,1024,97.29,218,91.75,16.91
20240202,7,1045,92.22,265,91.53,10.66
20240202,8,1137,86.92,245,96.68,15.38
20240202,9,979,94.84,289,94.12,14.74
20240202,10,1159,98.94,42,96.51,12.02
20240202,11,914,86.15,39,94.95,16.09
20240202,12,941,91.98,31,95.95,13.25
20240202,13,1035,92.22,177,92.15,18.34
20240202,14,905,97.08,256,98.73,18.64
20240202,15,854,89.45,157,94.33,11.92
20240202,16,1140,93.87,269,90.26,10.2
20240202,17,1097,88.64,38,93.11,13.2
20240202,18,976,99.24,40,90.58,19.29
20240202,19,1198,99.73,60,91.72,17.72
20240202,20,952,87.81,158,94.04,17.02
20240203,1,1165,97.47,223,93.15,15.24
20240203,2,1075,98.46,104,98.91,11.66
20240203,3,985,98.69,195,96.57,11.95
20240203,4,1046,90.84,125,90.03,18.94
20240203,5,1178,96.05,166,95.61,13.0
20240203,6,1049,89.5,213,90.38,10.43
20240203,7,868,97.02,144,96.15,18.49
20240203,8,1048,98.06,253,97.55,17.53
20240203,9,964,88.86,163,95.88,19.18
20240203,10,1136,93.87,156,92.22,15.45
20240203,11,809,94.62,96,96.76,19.94
20240203,12,906,92.69,207,93.95,14.66
20240203,13,948,98.86,58,99.31,13.98
20240203,14,846,98.43,244,90.42,19.07
20240203,15,1051,95.59,82,95.66,11.49
20240203,16,856,86.4,164,90.15,12.73
20240203,17,1094,85.24,201,90.86,10.94
20240203,18,1197,94.13,201,99.24,17.75
20240203,19,986,98.31,218,97.12,13.68
20240203,20,840,89.67,194,93.86,14.06
20240204,1,1063,96.51,202,91.33,16.55
20240204,2,1009,86.98,193,94.22,12.53
20240204,3,833,95.76,100,90.89,18.61
20240204,4,1077,85.73,44,90.91,10.49
20240204,5,948,89.51,248,95.52,13.57
20240204,6,882,99.45,255,93.0,15.31
20240204,7,1138,89.11,187,92.17,10.61
20240204,8,1196,91.63,213,96.18,17.18
20240204,9,835,92.05,288,95.6,14.5
